Title,Link
公股銀又一家！響應2050淨零排放 第一金通過SBTi審查,https://tw.stock.yahoo.com/news/%E5%85%AC%E8%82%A1%E9%8A%80%E5%8F%88-%E5%AE%B6-%E9%9F%BF%E6%87%892050%E6%B7%A8%E9%9B%B6%E6%8E%92%E6%94%BE-%E7%AC%AC-%E9%87%91%E9%80%9A%E9%81%8Esbti%E5%AF%A9%E6%9F%A5-021830533.html
《金融股》一銀「百元奇基」 吸引四成新用戶,https://tw.stock.yahoo.com/news/%E9%87%91%E8%9E%8D%E8%82%A1-%E9%8A%80-%E7%99%BE%E5%85%83%E5%A5%87%E5%9F%BA-%E5%90%B8%E5%BC%95%E5%9B%9B%E6%88%90%E6%96%B0%E7%94%A8%E6%88%B6-011708286.html
【公告】第一金 2024年6月合併營收61.23億元 年增-3.74%,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E7%AC%AC-%E9%87%91-2024%E5%B9%B46%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B661-23%E5%84%84%E5%85%83-080209629.html
第一金上半年賺137.28億元年增4.3% EPS 1.01元,https://tw.stock.yahoo.com/news/%E7%AC%AC-%E9%87%91%E4%B8%8A%E5%8D%8A%E5%B9%B4%E8%B3%BA137-28%E5%84%84%E5%85%83%E5%B9%B4%E5%A2%9E4-3-eps-132521163.html
第一金上半年賺137.28億元 EPS 1.01元,https://tw.stock.yahoo.com/news/%E7%AC%AC-%E9%87%91%E4%B8%8A%E5%8D%8A%E5%B9%B4%E8%B3%BA137-28%E5%84%84%E5%85%83-eps-1-103311384.html
【公告】第一金暨主要子公司113年6月份自結合併盈餘數,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E7%AC%AC-%E9%87%91%E6%9A%A8%E4%B8%BB%E8%A6%81%E5%AD%90%E5%85%AC%E5%8F%B8113%E5%B9%B46%E6%9C%88%E4%BB%BD%E8%87%AA%E7%B5%90%E5%90%88%E4%BD%B5%E7%9B%88%E9%A4%98%E6%95%B8-092221332.html
《金融股》第一金上半年EPS1.01元,https://tw.stock.yahoo.com/news/%E9%87%91%E8%9E%8D%E8%82%A1-%E7%AC%AC-%E9%87%91%E4%B8%8A%E5%8D%8A%E5%B9%B4eps1-01%E5%85%83-085434887.html
楊棋材兼代第一金人壽總座,https://tw.stock.yahoo.com/news/%E6%A5%8A%E6%A3%8B%E6%9D%90%E5%85%BC%E4%BB%A3%E7%AC%AC-%E9%87%91%E4%BA%BA%E5%A3%BD%E7%B8%BD%E5%BA%A7-201000942.html
《金融股》第一金證推ETF IPO線上申購專區 無須額外開戶,https://tw.stock.yahoo.com/news/%E9%87%91%E8%9E%8D%E8%82%A1-%E7%AC%AC-%E9%87%91%E8%AD%89%E6%8E%A8etf-ipo%E7%B7%9A%E4%B8%8A%E7%94%B3%E8%B3%BC%E5%B0%88%E5%8D%80-%E7%84%A1%E9%A0%88%E9%A1%8D%E5%A4%96%E9%96%8B%E6%88%B6-084455425.html
【公告】代子公司第一金人壽保險股份有限公司發言人異動,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E4%BB%A3%E5%AD%90%E5%85%AC%E5%8F%B8%E7%AC%AC-%E9%87%91%E4%BA%BA%E5%A3%BD%E4%BF%9D%E9%9A%AA%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%99%BC%E8%A8%80%E4%BA%BA%E7%95%B0%E5%8B%95-080012500.html
【公告】代子公司第一金人壽保險股份有限公司代理總經理案,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E4%BB%A3%E5%AD%90%E5%85%AC%E5%8F%B8%E7%AC%AC-%E9%87%91%E4%BA%BA%E5%A3%BD%E4%BF%9D%E9%9A%AA%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%BB%A3%E7%90%86%E7%B8%BD%E7%B6%93%E7%90%86%E6%A1%88-080010958.html
第一金人壽連三年獲「台灣永續投資獎」發揮永續投資影響力,https://tw.stock.yahoo.com/news/%E7%AC%AC-%E9%87%91%E4%BA%BA%E5%A3%BD%E9%80%A3%E4%B8%89%E5%B9%B4%E7%8D%B2-%E5%8F%B0%E7%81%A3%E6%B0%B8%E7%BA%8C%E6%8A%95%E8%B3%87%E7%8D%8E-%E7%99%BC%E6%8F%AE%E6%B0%B8%E7%BA%8C%E6%8A%95%E8%B3%87%E5%BD%B1%E9%9F%BF%E5%8A%9B-143630067.html
《金融股》第一金逆勢抗跌 一銀統籌主辦榮工49億元聯貸,https://tw.stock.yahoo.com/news/%E9%87%91%E8%9E%8D%E8%82%A1-%E7%AC%AC-%E9%87%91%E9%80%86%E5%8B%A2%E6%8A%97%E8%B7%8C-%E9%8A%80%E7%B5%B1%E7%B1%8C%E4%B8%BB%E8%BE%A6%E6%A6%AE%E5%B7%A549%E5%84%84%E5%85%83%E8%81%AF%E8%B2%B8-023734546.html
【公告】邱月琴女士當選第一金董事長,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%82%B1%E6%9C%88%E7%90%B4%E5%A5%B3%E5%A3%AB%E7%95%B6%E9%81%B8%E7%AC%AC-%E9%87%91%E8%91%A3%E4%BA%8B%E9%95%B7-064751326.html
【公告】第一金董事會續聘總經理,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E7%AC%AC-%E9%87%91%E8%91%A3%E4%BA%8B%E6%9C%83%E7%BA%8C%E8%81%98%E7%B8%BD%E7%B6%93%E7%90%86-064749527.html
第一金證 三度獲永續投資獎,https://tw.stock.yahoo.com/news/%E7%AC%AC-%E9%87%91%E8%AD%89-%E4%B8%89%E5%BA%A6%E7%8D%B2%E6%B0%B8%E7%BA%8C%E6%8A%95%E8%B3%87%E7%8D%8E-201000291.html
第一銀行蟬聯4年台灣永續投資獎 獲「機構影響力獎」銀行組楷模,https://tw.stock.yahoo.com/news/%E7%AC%AC-%E9%8A%80%E8%A1%8C%E8%9F%AC%E8%81%AF4%E5%B9%B4%E5%8F%B0%E7%81%A3%E6%B0%B8%E7%BA%8C%E6%8A%95%E8%B3%87%E7%8D%8E-%E7%8D%B2-%E6%A9%9F%E6%A7%8B%E5%BD%B1%E9%9F%BF%E5%8A%9B%E7%8D%8E-%E9%8A%80%E8%A1%8C%E7%B5%84%E6%A5%B7%E6%A8%A1-074052696.html
《各報要聞》公股金控展企圖 拚獲利、併購,https://tw.stock.yahoo.com/news/%E5%90%84%E5%A0%B1%E8%A6%81%E8%81%9E-%E5%85%AC%E8%82%A1%E9%87%91%E6%8E%A7%E5%B1%95%E4%BC%81%E5%9C%96-%E6%8B%9A%E7%8D%B2%E5%88%A9-%E4%BD%B5%E8%B3%BC-012042321.html
公股金控展企圖 拚獲利、併購,https://tw.stock.yahoo.com/news/%E5%85%AC%E8%82%A1%E9%87%91%E6%8E%A7%E5%B1%95%E4%BC%81%E5%9C%96-%E6%8B%9A%E7%8D%B2%E5%88%A9-%E4%BD%B5%E8%B3%BC-201000409.html
落實永續發展 第一金證券三度獲永續投資獎,https://tw.stock.yahoo.com/news/%E8%90%BD%E5%AF%A6%E6%B0%B8%E7%BA%8C%E7%99%BC%E5%B1%95-%E7%AC%AC-%E9%87%91%E8%AD%89%E5%88%B8%E4%B8%89%E5%BA%A6%E7%8D%B2%E6%B0%B8%E7%BA%8C%E6%8A%95%E8%B3%87%E7%8D%8E-124727113.html
