ticker,daily_return,weekly_return,one_month_return,six_months_return,one_year_return,prev_1d_change,prev_3d_change,prev_5d_change,daily_win_rate,weekly_win_rate,monthly_win_rate,six_months_win_rate,one_year_win_rate,additional_win_rate,total_win_rate
2330.TW,0.11087003855141557,0.11875688275302804,0.14490146639156276,0.44291273008751214,0.22249746670238124,-3.482587064676612,-8.056872037914697,-6.730769230769229,48.50678733031674,48.56028368794326,48.19919057190684,56.30252100840336,52.03252032520326,15,268.60130292377346
2317.TW,0.08826126386217661,0.080450280040975,0.16358017444209108,0.6357891187726189,0.26468533684123513,0.0,-4.225352112676061,-5.555555555555558,43.98190045248869,43.87943262411347,44.00952597033068,51.26050420168067,44.3089430894309,15,242.44030633804442
2382.TW,0.16378640786524679,0.1542647186659247,0.13545739637566145,0.2894225494328345,0.21232864486937691,-0.3355704697986628,-7.906976744186045,-8.895705521472397,50.13574660633484,50.241134751773046,49.862455320635185,49.57983193277311,50.40650406504065,15,265.2256726765568
2303.TW,0.13127511622356777,0.12209481097978829,-0.370285057774175,0.07633874695868545,0.04179169586320532,-1.518025095785458,-2.0754688190964043,-2.0754688190964043,48.05429864253394,47.702127659574465,47.92866545450399,47.05882352941176,45.9349593495935,0,236.67887463561766
1216.TW,0.02034466735463556,0.019571770323910616,0.2858318396922907,0.17554842227625705,0.06004714244364353,-0.57208236987496,2.3557125607239993,1.4002387635573044,48.23529411764706,47.673758865248224,48.32250027995204,48.739495798319325,49.1869918699187,0,242.15804093108534
3711.TW,0.08977463888432324,0.08396714072473677,0.054740361286772454,0.2790393035708515,0.17832405486693886,-2.840909090909094,-4.469273743016755,-3.6619718309859106,47.69230769230769,47.588652482269495,47.55532371026931,52.10084033613446,49.1869918699187,15,259.12411609089963
1303.TW,-0.021393053269490144,-0.021892109327063463,0.018928519753104986,-0.13688093041685048,-0.12543858466014543,-0.5917144626156334,3.0674845668586803,0.598808504780246,46.334841628959275,46.37588652482269,46.38177949131339,38.655462184873954,38.21138211382114,0,215.95935194379044
2002.TW,0.011573093460809028,0.010685047211888423,-0.006266662332033362,-0.04620180958680484,-0.0860340423983576,-0.6382962490649957,1.0822510643789585,1.0822510643789585,44.07239819004525,43.94326241134752,44.20932354586707,39.49579831932773,39.02439024390244,0,210.74517271049004
1301.TW,-0.03563064671122416,-0.028388969028462472,-0.015915410097224456,-0.13355815720798941,-0.125338997521119,-1.151317058755441,5.06992600087619,3.799649205982969,44.52488687782805,44.47517730496454,44.59986043643455,37.81512605042017,38.61788617886179,0,210.03293684850908
3231.TW,0.14701928530284353,0.1395913489074146,-0.037819241256189226,0.09808251470959577,-0.04471168368600495,-1.4018691588784993,-7.048458149779735,-0.4716981132075526,50.13574660633484,50.226950354609926,50.16108297831031,46.21848739495798,46.7479674796748,15,258.4902348138878
3045.TW,-0.003465606945048789,-0.007427861910537847,-0.12349794199760934,0.06215258937838457,0.0443310081578721,-0.48076923076922906,2.4752475247524774,2.4752475247524774,41.6289592760181,41.28368794326241,41.71980626206693,44.537815126050425,47.96747967479675,15,232.1377482821946
2542.TW,0.0633911458685088,0.07308962374176971,0.9565322053705373,0.4129614695156082,0.21538799012242837,-3.1866498333747217,-0.931680550624292,5.107081441774564,48.32579185520362,48.787234042553195,48.86517647981934,54.621848739495796,47.5609756097561,35,283.161026726828
2449.TW,0.1274973525066008,0.11701183729166235,0.6401953667824984,0.38501639457583414,0.29636429942726433,0.42016806722688926,-7.36434108527132,-6.2745098039215685,49.86425339366516,49.4468085106383,49.645278932898705,47.89915966386555,48.78048780487805,15,260.6359883059457
5388.TW,0.05794237220103389,0.049274997584321766,0.2230163392179079,-0.036356860652313604,0.0335153596791162,-1.2552301255230103,-1.2552301255230103,0.0,48.32579185520362,48.80141843971631,48.47365218418463,46.21848739495798,46.34146341463415,15,253.1608132886967
2376.TW,0.19775198067789398,0.22308786220736157,-0.447860218232519,0.10571994276524124,0.0026878502223603995,-2.1164021164021163,-8.264462809917351,-10.194174757281548,49.7737556561086,50.241134751773046,49.597399850890476,45.378151260504204,43.49593495934959,15,253.4863764786259
2603.TW,0.22506396210145532,0.22980406041357948,-0.7479773738446863,0.08673148524278491,0.24732482886724336,-3.4682080924855474,-2.6239067055393583,-3.746397694524495,49.86425339366516,49.61702127659574,49.714213534806056,47.05882352941176,48.3739837398374,0,244.62829547431613
