Title,Link
權證市場焦點－統一 併雅虎奇摩進軍電商,https://tw.stock.yahoo.com/news/%E6%AC%8A%E8%AD%89%E5%B8%82%E5%A0%B4%E7%84%A6%E9%BB%9E-%E7%B5%B1-%E4%BD%B5%E9%9B%85%E8%99%8E%E5%A5%87%E6%91%A9%E9%80%B2%E8%BB%8D%E9%9B%BB%E5%95%86-201000176.html
《食品股》統一電商開新局 雅虎奇摩結合案公平會點頭,https://tw.stock.yahoo.com/news/%E9%A3%9F%E5%93%81%E8%82%A1-%E7%B5%B1-%E9%9B%BB%E5%95%86%E9%96%8B%E6%96%B0%E5%B1%80-%E9%9B%85%E8%99%8E%E5%A5%87%E6%91%A9%E7%B5%90%E5%90%88%E6%A1%88%E5%85%AC%E5%B9%B3%E6%9C%83%E9%BB%9E%E9%A0%AD-233443419.html
統一集團攜手Yahoo斥資1億美元合資電商新公司，持股八成取得主導權,https://tw.stock.yahoo.com/news/%E7%B5%B1-%E9%9B%86%E5%9C%98%E6%94%9C%E6%89%8Byahoo%E6%96%A5%E8%B3%871%E5%84%84%E7%BE%8E%E5%85%83%E5%90%88%E8%B3%87%E9%9B%BB%E5%95%86%E6%96%B0%E5%85%AC%E5%8F%B8-%E6%8C%81%E8%82%A1%E5%85%AB%E6%88%90%E5%8F%96%E5%BE%97%E4%B8%BB%E5%B0%8E%E6%AC%8A-230609060.html
統一集團新零售再下一城！與台灣Yahoo電商合資獲公平會過關,https://tw.stock.yahoo.com/news/%E7%B5%B1-%E9%9B%86%E5%9C%98%E6%96%B0%E9%9B%B6%E5%94%AE%E5%86%8D%E4%B8%8B-%E5%9F%8E-%E8%88%87%E5%8F%B0%E7%81%A3yahoo%E9%9B%BB%E5%95%86%E5%90%88%E8%B3%87%E7%8D%B2%E5%85%AC%E5%B9%B3%E6%9C%83%E9%81%8E%E9%97%9C-113351706.html
統一佳佳雙品牌聯名店 進駐台南南山人壽大樓,https://tw.stock.yahoo.com/news/%E7%B5%B1-%E4%BD%B3%E4%BD%B3%E9%9B%99%E5%93%81%E7%89%8C%E8%81%AF%E5%90%8D%E5%BA%97-%E9%80%B2%E9%A7%90%E5%8F%B0%E5%8D%97%E5%8D%97%E5%B1%B1%E4%BA%BA%E5%A3%BD%E5%A4%A7%E6%A8%93-110210141.html
【公告】代子公司統一企業(中國)投資有限公司取得理財產品,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E4%BB%A3%E5%AD%90%E5%85%AC%E5%8F%B8%E7%B5%B1-%E4%BC%81%E6%A5%AD-%E4%B8%AD%E5%9C%8B-%E6%8A%95%E8%B3%87%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%8F%96%E5%BE%97%E7%90%86%E8%B2%A1%E7%94%A2%E5%93%81-082420949.html
【公告】統一 2024年6月合併營收549.83億元 年增17.04%,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E7%B5%B1-2024%E5%B9%B46%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B6549-83%E5%84%84%E5%85%83-%E5%B9%B4%E5%A2%9E17-101535672.html
《DJ在線》食品股向外發展，統一：前所未有好機運,https://tw.stock.yahoo.com/news/dj%E5%9C%A8%E7%B7%9A-%E9%A3%9F%E5%93%81%E8%82%A1%E5%90%91%E5%A4%96%E7%99%BC%E5%B1%95-%E7%B5%B1-%E5%89%8D%E6%89%80%E6%9C%AA%E6%9C%89%E5%A5%BD%E6%A9%9F%E9%81%8B-052300786.html
攜星巴克、康是美聯合展店 7-ELEVEN第7千店落腳台南首府,https://tw.stock.yahoo.com/news/%E6%94%9C%E6%98%9F%E5%B7%B4%E5%85%8B-%E5%BA%B7%E6%98%AF%E7%BE%8E%E8%81%AF%E5%90%88%E5%B1%95%E5%BA%97-7-eleven%E7%AC%AC7%E5%8D%83%E5%BA%97%E8%90%BD%E8%85%B3%E5%8F%B0%E5%8D%97%E9%A6%96%E5%BA%9C-090309821.html
【公告】代重要子公司UNI-PRESIDENT ASIA HOLDINGS LTD.董事會決議發放股利,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E4%BB%A3%E9%87%8D%E8%A6%81%E5%AD%90%E5%85%AC%E5%8F%B8uni-president-asia-holdings-080226097.html
