Date,Close,Volume,MA10,MA20,RSI,MACD,MACD_signal,Upper_BB,Middle_BB,Lower_BB,ATR,ADX
2020-01-02,334.42999267578125,1990.1,,,,,,,,,,
2020-01-03,331.80999755859375,1577.6,,,,,,,,,,
2020-01-06,333.7099914550781,1874.7,,,,,,,,,,
2020-01-07,333.3900146484375,2500.8,,,,,,,,,,
2020-01-08,337.8699951171875,2248.5,,,,,,,,,,
2020-01-09,340.45001220703125,1626.3,,,,,,,,,,
2020-01-10,339.80999755859375,1480.4,,,,,,,,,,
2020-01-13,345.6300048828125,2069.2,,,,,,,,,,
2020-01-14,344.6300048828125,2274.4,,,,,,,,,,
2020-01-15,342.94000244140625,2213.3,338.4670013427734,,,,,,,,,
2020-01-16,345.3800048828125,2439.6,339.56200256347654,,,,,,,,,
2020-01-17,349.739990234375,2536.1,341.35500183105466,,,,,,,,,
2020-01-21,350.0,2121.2,342.9840026855469,,,,,,,,,
2020-01-22,350.05999755859375,1600.3,344.6510009765625,,,,,,,,,
2020-01-23,351.760009765625,2084.4,346.0400024414063,,79.00907251885,,,,,,4.694285801478794,
2020-01-24,351.3699951171875,1640.2,347.1320007324219,,77.91349493840995,,,,,,4.822550403828523,
2020-01-27,346.8999938964844,2652.0,347.84100036621095,,66.52732547373945,,,,,,5.26165403360528,
2020-01-28,354.6300048828125,2270.8,348.7410003662109,,73.68828561661611,,,,,,5.511536585892403,
2020-01-29,351.6600036621094,1521.3,349.4440002441406,,67.69584098816843,,,,,,5.499285890862142,
2020-01-30,356.739990234375,1834.9,350.8239990234375,344.64550018310547,71.90440916136424,,,359.3880697867566,344.64550018310547,329.90293057945433,5.615765818858597,
2020-01-31,351.1400146484375,3692.9,351.4,345.48100128173826,62.27311264042363,,,359.6977356141016,345.48100128173826,331.2642669493749,5.817497006183429,
2020-02-03,358.0,2693.8,352.2260009765625,346.7905014038086,67.93855762127879,,,360.546306360989,346.7905014038086,333.03469644662823,5.939818561405818,
2020-02-04,366.739990234375,3053.0,353.9,348.44200134277344,73.4159791267435,,,363.3982319722742,348.44200134277344,333.4857707132727,6.189831695691562,
2020-02-05,365.54998779296875,2463.4,355.4489990234375,350.05,71.62182367308657,,,365.1022548245412,350.05,334.9977451754588,6.61698753369462,
2020-02-06,367.4599914550781,2224.5,357.0189971923828,351.52949981689454,72.77197922092861,,,367.3018095137734,351.52949981689454,335.7571901200157,6.518630583743218,
2020-02-07,366.0899963378906,2092.7,358.4909973144531,352.8114990234375,70.56286681091841,,,368.93732514057655,352.8114990234375,336.6856729062984,6.407299217409998,
2020-02-10,370.0,2426.8,360.8009979248047,354.3209991455078,73.07505030247552,,,370.9405361601855,354.3209991455078,337.7014621308301,6.3489204403014705,
2020-02-11,369.2799987792969,2004.7,362.2659973144531,355.50349884033204,71.85892778664112,,,372.8316102845446,355.50349884033204,338.1753873961195,6.356141280782169,51.091762224820584
2020-02-12,374.2900085449219,2355.6,364.52899780273435,356.9864990234375,74.97924431508936,,,375.3823220074203,356.9864990234375,338.59067603945465,6.4221311021046485,52.04978195335883
2020-02-13,374.8399963378906,1917.1,366.33899841308596,358.58149871826174,75.30298820561163,,,377.35698452229883,358.58149871826174,339.80601291422465,6.34340579528579,53.16639976081579
2020-02-14,379.6700134277344,1690.3,369.19199829101564,360.29599914550784,77.99569527308088,,,380.1668326194813,360.29599914550784,340.4251656715344,6.246733255220733,54.33869293874375
2020-02-18,378.8500061035156,2074.4,371.27699890136716,361.75149993896486,76.47130231162964,,,382.5587213470371,361.75149993896486,340.94427853089263,6.086252308419253,55.592408517724394
2020-02-19,383.2799987792969,2580.4,372.9309997558594,363.4154998779297,78.87357484877388,,,385.4822300806051,363.4154998779297,341.34876967525423,6.090805278995333,56.89050325406033
2020-02-20,378.9599914550781,3789.3,374.2720001220703,364.8604995727539,71.23545056623011,10.604203138569915,9.754344955564408,387.02445320480246,364.8604995727539,342.69654594070533,6.6036041171865145,55.706039679240526
2020-02-21,372.95001220703125,2742.8,374.8210021972656,365.91999969482424,62.20964286742628,9.871917678598777,9.777859500171282,387.4957767344477,365.91999969482424,344.3442226552008,6.8612032127502,53.511673446350585
2020-02-24,357.4100036621094,3924.0,373.9530029296875,366.2220001220703,45.98516818202542,7.9460304664498835,9.411493693427001,387.133547594336,366.2220001220703,345.31045264980463,8.081832426627418,50.84500855228463
2020-02-25,347.79998779296875,4188.1,371.7330017089844,366.26699981689455,39.1800528707373,5.579980467752762,8.645191048292153,387.01527301080097,366.26699981689455,345.51872662298814,8.768130284825906,48.64765963367144
2020-02-26,351.3399963378906,3489.7,369.9390014648437,366.1024993896484,42.55256294967185,3.9450419143199724,7.7051612214977165,387.2652439025915,366.1024993896484,344.9397548767053,9.018265230999056,46.607264209244896
2020-02-27,337.5199890136719,4737.7,366.2619995117187,365.39549865722654,34.50780172758476,1.5166986809028344,6.46746871337874,389.2185378942369,365.39549865722654,341.5724594202162,9.443389230263632,45.76104761617285
2020-02-28,345.1199951171875,6463.4,363.2899993896484,364.8144989013672,41.10222303007946,0.20313454125926,5.214601878954844,389.98238715548257,364.8144989013672,339.6466106472518,10.301717960607524,45.85175990637631
2020-03-02,360.2799987792969,5398.1,361.3509979248047,365.27149810791013,51.57628769898982,0.38101894573804884,4.247885292311485,389.7521280104944,365.27149810791013,340.79086820532586,10.861596295452523,43.948697183727646
2020-03-03,348.3399963378906,4204.5,358.2999969482422,364.7884979248047,44.81635094161579,-0.43643385457721706,3.311021462933745,390.1878738464818,364.7884979248047,339.38912200312757,11.579339678785157,41.730194917314385
2020-03-04,363.8500061035156,4146.3,356.35699768066405,364.64399871826174,53.36665336316706,0.16535101371084693,2.6818873730891655,390.0302009954975,364.64399871826174,339.25779644102596,11.89010060714202,39.67015709850207
2020-03-05,351.0299987792969,3199.0,353.5639984130859,363.9179992675781,46.89836139402734,-0.3877281041061451,2.0679642776501033,389.98052026762963,363.9179992675781,337.8554782675266,12.230807968211119,38.00979696266985
2020-03-06,336.7699890136719,5622.9,349.94599609375,362.3834991455078,40.95248186236971,-1.9541842819430144,1.2635345657314796,390.9269745610484,362.3834991455078,333.84002372996724,13.102178304466127,37.88556511902542
2020-03-09,305.7900085449219,5291.9,344.78399658203125,359.3684997558594,31.583960943388583,-5.630532330097935,-0.11527881343440341,397.0007480929378,359.3684997558594,321.73625141878097,14.412022885676135,38.72144301576146
2020-03-10,332.3800048828125,5973.7,343.24199829101565,357.4875,43.525607054484986,-6.325557077850817,-1.3573344663176863,396.54007336196423,357.4875,318.4349266380358,15.321877957876724,38.42929722860401
2020-03-11,315.2300109863281,4869.2,339.63099975585936,354.7850006103516,38.81926050291277,-8.166096697287287,-2.7190869125116066,397.50754670071933,354.7850006103516,312.0624545199838,15.897458452514995,38.17281514573083
2020-03-12,285.0,7230.2,334.3790008544922,350.3205001831055,32.20828326371882,-11.926564834532485,-4.560582496915782,401.73439989238557,350.3205001831055,298.9066004738254,17.06406934778736,38.97039887250525
2020-03-13,335.5,8935.2,333.41700134277346,348.35350036621094,48.10708035053107,-10.708395257336804,-5.790145048999987,398.86687519898,348.35350036621094,297.8401255334419,19.488064394373975,37.65718168630996
2020-03-16,286.0299987792969,7140.1,325.99200134277345,343.67149963378904,38.565473310156044,-13.578280782754234,-7.347772195750837,398.8495340814445,343.67149963378904,288.49346518613356,21.82820265191869,37.037479707965055
2020-03-17,311.80999755859375,6189.1,322.33900146484376,340.31949920654296,44.71887229025911,-13.615504231581781,-8.601318602917026,394.68122708065437,340.31949920654296,285.95777133243155,22.740474327032757,36.06464139032017
2020-03-18,294.6099853515625,7293.3,315.4149993896484,335.88599853515626,41.716652030072424,-14.861586206790093,-9.853372123691639,389.97227009559754,335.88599853515626,281.799726974715,25.16472563765765,36.01410567713567
2020-03-19,307.510009765625,6023.8,311.06300048828126,332.3134994506836,44.71449872864762,-14.639436676195714,-10.810585034192453,383.9297696277524,332.3134994506836,280.69722927361477,26.053672760079426,34.64860436007102
2020-03-20,295.3399963378906,7461.8,306.9200012207031,328.43299865722656,42.49386772134546,-15.269383993455904,-11.702344826045143,378.9022858926043,328.43299865722656,277.9637114218488,26.409124618594955,33.052131657423885
2020-03-23,307.2699890136719,6016.8,307.0679992675781,325.9259979248047,45.358597573361294,-14.637242059982555,-12.289324272832626,375.3592860511439,325.9259979248047,276.49270979846546,26.287757964058038,31.820311024197583
2020-03-24,310.0,6592.2,304.8299987792969,324.03599853515624,46.02127328280529,-13.757389331884895,-12.58293728464308,372.8662635317739,324.03599853515624,275.2057335385386,26.224346244945632,29.895247968635175
2020-03-25,305.9100036621094,4830.4,303.897998046875,321.7644989013672,45.13806055918611,-13.23753417492344,-12.713856662699152,369.5176623161598,321.7644989013672,274.0113354865746,25.745463585568935,28.26869565389527
2020-03-26,322.6700134277344,4531.0,307.6649993896484,321.0220001220703,49.42164578338446,-11.34240432221236,-12.439566194601793,368.2308583580674,321.0220001220703,273.81314188607325,25.245072631912226,26.393944049745052
2020-03-27,305.8299865722656,4862.1,304.697998046875,319.05749969482423,45.571454214804284,-11.07172177283553,-12.16599731024854,365.35281296533174,319.05749969482423,272.7621864243167,25.016139482841485,24.911087275589427
2020-03-30,318.3900146484375,4340.2,307.9339996337891,316.96300048828124,48.77672684486391,-9.73153552126064,-11.67910495245096,359.2233666037468,316.96300048828124,274.7026343728157,24.453559137526916,23.210371233415007
2020-03-31,318.239990234375,6413.7,308.5769989013672,315.45800018310547,48.7398054544349,-8.582599117629911,-11.05980378548675,355.2110051939459,315.45800018310547,275.70499517226506,23.68187590602388,21.814032842913885
2020-04-01,301.2099914550781,3903.0,309.23699951171875,312.3259994506836,44.611693517327105,-8.943146292420067,-10.636472286873413,345.6922637933234,312.3259994506836,278.9597351080438,23.413169263461906,20.782735147424443
2020-04-02,303.9599914550781,3589.7,308.8819976806641,309.97249908447264,45.41566101082828,-8.904336856230884,-10.290045200744908,338.3547091012872,309.97249908447264,281.5902890676581,22.692229124944536,20.085941931896993
2020-04-03,293.6099853515625,3934.7,308.70899658203126,307.8144989013672,42.89222896552821,-9.598098191049985,-10.151655798805923,334.2123636655531,307.8144989013672,281.4166341371813,22.089212758877068,19.6160049246298
2020-04-06,319.1300048828125,5145.1,309.89499816894534,308.4814987182617,50.23463279955443,-7.996478326195415,-9.720620304283822,335.3116334918303,308.4814987182617,281.6513639446931,22.432842162818883,18.29138488357341
2020-04-07,308.92999267578125,5422.3,309.7879974365234,307.30899810791016,47.60037770404374,-7.464196177070335,-9.269335478841125,331.8073574658208,307.30899810791016,282.8106387499995,22.403354831992534,17.482636691133617
2020-04-08,317.17999267578125,4002.5,310.9149963378906,307.4064971923828,49.88925946232218,-6.303984280438783,-8.676265239160657,332.04529595959576,307.4064971923828,282.76769842516984,21.4831144163982,16.73165622672524
2020-04-09,318.70001220703125,3290.2,310.5179962158203,309.09149780273435,50.31984363169132,-5.20189095972529,-7.981390383273583,331.9128029681814,309.09149780273435,286.2701926372873,20.662176974825115,16.209577565946326
2020-04-13,320.6499938964844,1839.0,311.9999969482422,308.34899749755857,50.902685874716724,-4.1235926282728315,-7.209830832273433,328.49458538600203,308.34899749755857,288.2034096091151,19.69702104065792,15.731988362310833
2020-04-14,340.7699890136719,3858.9,314.2379943847656,311.0859970092773,56.564953341942434,-1.6267656341310612,-6.093217792644959,333.14221253875576,311.0859970092773,289.0297814797989,19.82223469539887,16.417539718311968
2020-04-15,332.54998779296875,2818.6,315.668994140625,312.1229965209961,53.83337926551871,-0.30775010209163156,-4.936124254534294,336.08569495516633,312.1229965209961,288.16029808682583,19.200646154098056,17.054123120313022
2020-04-16,342.70001220703125,3918.6,319.8179962158203,314.52749786376955,56.61913868696183,1.5388623062073634,-3.641126942385962,340.5416108608707,314.52749786376955,288.5133848666684,18.755600087426988,17.94813444702617
2020-04-17,344.1099853515625,3342.4,323.83299560546874,316.3574966430664,57.007234839396304,3.0805780073591222,-2.296785952436945,345.1414188610123,316.3574966430664,287.57357442512046,18.121629001383095,19.004943183898217
2020-04-20,344.8800048828125,2772.0,328.9599975585937,318.8344970703125,57.23226101595371,4.314794681610692,-0.9744698256274176,348.47115823893887,318.8344970703125,289.1978359016862,17.523655501284303,19.823453705808618
2020-04-21,328.989990234375,3548.2,329.94599609375,319.92049713134764,51.26880405394579,3.965022591971092,0.013428657892284479,349.37373701521176,319.92049713134764,290.46725724748353,17.676966781745023,19.41708056806891
2020-04-22,336.7699890136719,2231.5,332.72999572753906,321.2589965820313,53.80671261526665,4.266425870607861,0.8640281004353998,351.21604649036317,321.2589965820313,291.3019466736994,17.156470200794484,19.0397340830249
2020-04-23,335.3699951171875,2120.3,334.5489959716797,322.7319961547852,53.26909251682955,4.342267377847577,1.5596759559178353,352.4212478706108,322.7319961547852,293.0427444389596,16.427437486954254,18.8413201462314
2020-04-24,344.1000061035156,2143.9,337.0889953613281,323.8034957885742,56.20750054239513,5.048613966442247,2.257463558022718,354.9190356850158,323.8034957885742,292.6879558921326,16.054049966959756,18.8493686765245
2020-04-27,348.5,2375.2,339.8739959716797,325.93699645996094,57.65278942604925,5.895482015158223,2.985067249449819,357.6756728647988,325.93699645996094,294.1983200551231,15.32590249443138,19.19342802829192
2020-04-28,333.45001220703125,3895.6,339.1419982910156,326.68999633789065,51.40368297774638,5.291228816107321,3.446299562781319,358.3913092270559,326.68999633789065,294.9886834487254,15.722624093601459,18.364785165737267
2020-04-29,349.1700134277344,5006.4,340.8040008544922,328.2364974975586,56.68494352884217,6.011529355071048,3.959345521239265,361.13324944347823,328.2364974975586,295.339745551639,15.871007214984838,17.595331079079376
2020-04-30,353.6400146484375,3902.2,341.8980010986328,330.8579986572266,58.08001079701849,6.863941221095047,4.540264661210421,363.07117214611185,330.8579986572266,298.6448251683413,15.42879407058302,17.253377106247314
2020-05-01,343.8399963378906,2578.6,341.8710021972656,332.8519989013672,53.97553983383787,6.671795880858326,4.966570905140002,363.0313012921989,332.8519989013672,302.6726965105355,15.282451985742268,16.361355906449106
2020-05-04,349.1099853515625,2372.0,342.29400024414065,335.6269989013672,55.7850744813389,6.86562078198159,5.3463808805083195,360.6243005955823,335.6269989013672,310.62969720715205,14.947991565583223,15.557047254734112
2020-05-05,356.1300048828125,2377.4,345.00800170898435,337.4769989013672,58.14572304637936,7.499238763622543,5.776952457131165,362.7914133823887,337.4769989013672,312.1625844203457,14.636708372003616,15.53216564353141
2020-05-06,362.5199890136719,2319.7,347.5830017089844,340.15649871826173,60.22730540081006,8.419944021630613,6.305550770031054,364.1261599863367,340.15649871826173,316.1868374501868,14.352658035582598,16.005913800333122
2020-05-07,366.7799987792969,2465.2,350.7240020751953,342.6364990234375,61.598494961143956,9.385170355827825,6.9214746871904085,366.84643996445453,342.6364990234375,318.4265580824205,13.826040389207279,16.627431435164777
2020-05-08,367.510009765625,2547.2,353.06500244140625,345.0769989013672,61.84127324799692,10.092682800551756,7.555716309862678,368.98190025771777,345.0769989013672,321.1720975450166,13.244894821507204,17.313981813892802
2020-05-11,371.4200134277344,2266.2,355.3570037841797,347.61549987792966,63.183830005751126,10.84389446333222,8.213351940556587,371.38782681894287,347.61549987792966,323.84317293691646,12.95097411160044,18.127928745422192
2020-05-12,365.1000061035156,2071.8,358.5220031738281,348.8320007324219,59.537511836561805,10.804713336076247,8.73162421966052,373.54987723236417,348.8320007324219,324.1141242324796,12.609476919895721,18.88373661041377
2020-05-13,358.55999755859375,3365.5,359.46100158691405,350.13250122070315,55.93988899964476,10.12917515203776,9.011134406135968,374.009565696141,350.13250122070315,326.2554367452653,12.760228655667678,18.17157812269616
2020-05-14,355.3900146484375,2752.0,359.63600158691406,350.7670013427734,54.22938948924586,9.23159901898049,9.055227328704872,374.49428010047313,350.7670013427734,327.0397225850737,12.60235430833204,17.0303451731731
2020-05-15,365.29998779296875,2626.6,361.78200073242186,351.8265014648438,58.50142432115324,9.213705615505319,9.08692298606496,376.15492027621775,351.8265014648438,327.4980826534698,12.698615586810556,16.71843344502462
2020-05-18,367.9700012207031,2351.9,363.6680023193359,352.98100128173826,59.595637619472996,9.307679597154504,9.13107430828287,378.06111763859786,352.98100128173826,327.90088492487865,12.519428933567392,17.17599694501499
2020-05-19,372.20001220703125,2753.7,365.27500305175784,355.1415023803711,61.3350363049104,9.612672287131943,9.227393904052684,378.99735135832884,355.1415023803711,331.28565340241335,12.198755351119498,17.636729319440434
2020-05-20,383.6300048828125,2824.7,367.38600463867186,357.4845031738281,65.6395039260534,10.653874838462855,9.512690090934719,382.8214203871817,357.4845031738281,332.1475859604745,12.198842946714757,18.63074476593447
2020-05-21,382.1700134277344,2261.1,368.9250061035156,359.82450408935546,64.6494570321012,11.231753589231971,9.856502790594169,385.204053863128,359.82450408935546,334.4449543155829,11.650353380068838,19.600154280723693
2020-05-22,385.260009765625,1688.2,370.70000610351565,361.88250427246095,65.82435336975507,11.803005838706383,10.245803400216612,388.4742531830697,361.88250427246095,335.2907553618522,11.216040767681108,20.59467508443373
2020-05-26,376.6300048828125,3526.0,371.22100524902345,363.28900451660155,59.8423098294654,11.427627515435404,10.48216822326037,389.8763625859504,363.28900451660155,336.7016464472527,11.590608673923752,20.714441685746625
2020-05-27,375.1700134277344,3553.3,372.22800598144534,365.37500457763673,58.867626694864924,10.886831761294559,10.563100930867208,388.6051704450657,365.37500457763673,342.14483871020775,11.84770822874393,19.38453471430954
2020-05-28,379.8299865722656,2903.6,374.3550048828125,366.90800323486326,61.04834134848795,10.710800674721781,10.592640879638122,389.7007481322102,366.90800323486326,344.1152583375163,12.030014347868248,19.05573052920835
2020-05-29,386.6000061035156,5892.0,377.4760040283203,368.5560028076172,64.03183137222945,10.990882712808911,10.67228924627228,392.0292365166372,368.5560028076172,345.08276909859717,12.025727695927882,18.90920803061571
2020-06-01,389.67999267578125,2034.1,379.91400451660155,370.8480026245117,65.33278314235852,11.33076491692907,10.803984380403637,393.142576909379,370.8480026245117,348.5534283396444,11.673175456068078,18.845085236870343
2020-06-02,390.44000244140625,2509.6,382.1610046386719,372.9145034790039,65.66282006424696,11.528556426623766,10.948898789647663,394.4139767699982,372.9145034790039,351.41503018800955,11.473663272264108,18.85949665395354
2020-06-03,389.9200134277344,2537.1,383.93300476074216,374.60400390625,65.20542972144536,11.51066111915003,11.061251255548136,395.87142735418206,374.60400390625,353.33658045831794,10.916974695199485,18.8924719812828
2020-06-04,385.79998779296875,2422.6,384.15000305175784,375.7680038452148,61.54723800486961,11.036801940217515,11.056361392482012,396.80960655355346,375.7680038452148,354.7264011368762,11.097190962785684,18.275864580911335
2020-06-05,392.8999938964844,2793.7,385.22300109863284,377.0740036010742,65.17332486189082,11.106151481331835,11.066319410251976,398.94797609572436,377.0740036010742,355.20003110642403,11.31667828171059,17.74852059576132
2020-06-08,397.7799987792969,2593.0,386.475,378.58750305175784,67.4456276787312,11.423207477342828,11.137697023670146,401.7556191166212,378.58750305175784,355.4193869868945,11.384059101990191,17.459682719287382
2020-06-09,397.1600036621094,2279.3,388.5279998779297,379.87450256347654,66.84886599253822,11.49197586968586,11.208552792873288,404.14071580956363,379.87450256347654,355.60828931738945,11.153769427712989,17.616856281318388
2020-06-10,406.82000732421875,3611.6,391.6929992675781,381.9605026245117,71.13436975818647,12.185490134513941,11.403940261201418,407.90271564728874,381.9605026245117,356.0182896017347,11.272786420320543,18.447144104164543
2020-06-11,387.6700134277344,4123.7,392.477001953125,383.41600341796874,55.74875934851827,11.062340941317643,11.335620397224663,407.11257408831256,383.41600341796874,359.7194327476249,11.856873976514164,17.660763908249297
2020-06-12,406.5400085449219,8332.6,394.47100219726565,385.97350311279297,64.00937572741367,11.561612939571205,11.380818905693971,408.0011438420831,385.97350311279297,363.94586238350286,12.727810677689492,17.600338185733715
2020-06-15,401.3399963378906,3781.5,395.6370025634766,387.77550354003904,60.64943936287733,11.40620839815972,11.385896804187121,408.60757279902464,387.77550354003904,366.94343428105344,12.500110525348948,17.54422858625496
2020-06-16,411.6700134277344,3764.4,397.7600036621094,389.96050415039065,64.62225957608403,11.978514369768902,11.504420317303477,411.1882250613256,389.96050415039065,368.73278323945567,12.560102369101925,18.193756946189705
2020-06-17,413.489990234375,2112.3,400.11700134277345,392.02500305175784,65.28720660205673,12.435578288000784,11.690651911442938,413.961453094526,392.02500305175784,370.08855300898966,12.098666921560048,19.00449077104506
2020-06-18,420.4599914550781,2578.4,403.5830017089844,393.8665023803711,67.78452106925286,13.207972300939389,11.994115989342228,418.6708946450026,393.8665023803711,369.06211011573964,11.79447616558366,20.00549496368323
2020-06-19,428.010009765625,3931.6,407.09400329589846,396.15850219726565,70.27882556934706,14.264886765468361,12.448270144567456,424.443464129797,396.15850219726565,367.8735402647343,11.63915609069822,21.494597487426624
2020-06-22,438.6400146484375,3156.3,411.1800048828125,398.82750244140624,73.4014064336702,15.778368438979328,13.11428980344983,432.1250274978297,398.82750244140624,365.5299773849828,11.589216544320223,23.4111875150094
2020-06-23,440.54998779296875,3065.9,415.5190032958984,402.02350158691405,73.93136808842951,16.936696742416586,13.878771191243182,438.3205387930055,402.02350158691405,365.7264643808226,11.485699943358734,25.530127652736358
2020-06-24,431.67999267578125,3329.4,418.0050018310547,404.84900054931643,67.23187700249709,16.94363017032066,14.491742987058677,441.1425352334986,404.84900054931643,368.55546586513424,11.751007962192485,26.34886702170324
2020-06-25,436.95001220703125,2275.2,422.93300170898436,407.7050018310547,69.02768642410338,17.176372959116463,15.028668981470235,444.65765348691986,407.7050018310547,370.7523501751895,11.655221940757977,27.109125007172484
2020-06-26,426.9200134277344,3829.7,424.97100219726565,409.72100219726565,62.057039685551466,16.36286529319642,15.295508243815473,446.2449751423551,409.72100219726565,373.1970292521762,11.784849032182631,27.430121430905025
2020-06-29,424.20001220703125,2623.9,427.2570037841797,411.44700317382814,60.27928929870853,15.322050183565409,15.30081663176546,447.27554229913886,411.44700317382814,375.6184640485174,11.832360687528961,26.660502627272297
2020-06-30,435.30999755859375,2944.7,429.6210021972656,413.6905029296875,64.72440569268355,15.218253129323159,15.284303931277,449.59566600525136,413.6905029296875,377.78533985412366,11.919336232030242,26.57797294151723
2020-07-01,439.80999755859375,2581.7,432.2530029296875,416.1850021362305,66.36622533761928,15.322477623813427,15.291938669784285,452.06994321209703,416.1850021362305,380.30006106036393,11.670097406583887,26.84815092804413
2020-07-02,442.95001220703125,2503.0,434.5020050048828,419.0425033569336,67.50280739719211,15.480005360696111,15.329552007966651,453.88057271508166,419.0425033569336,384.20443399878553,11.432948027793298,27.48210705236274
2020-07-06,452.5899963378906,2761.2,436.9600036621094,422.0270034790039,70.76870504413725,16.196015793357105,15.502844765044742,457.6144002589331,422.0270034790039,386.4396066990747,11.514879352398465,28.48830642031073
2020-07-07,449.3599853515625,2684.6,438.03200073242186,424.6060028076172,68.29219462911406,16.314757953445906,15.665227402724975,460.2668047006159,424.6060028076172,388.94520091461845,11.458102342991655,29.62877883781812
2020-07-08,457.67999267578125,1999.2,439.7450012207031,427.63200225830076,71.09784487191637,16.885570680764317,15.909296058332844,463.7316876903163,427.63200225830076,391.53231682628524,11.27395252440743,30.687788939789268
2020-07-09,460.8399963378906,2269.8,442.66100158691404,430.3330017089844,72.10734361785599,17.392440537825735,16.20592495423142,467.855422255783,430.3330017089844,392.81058116218577,11.320097551960917,31.96999023646058
2020-07-10,466.20001220703125,3676.2,445.58600158691405,434.2595016479492,73.78023420340978,18.018935959126395,16.568527155210415,469.46638749723,434.2595016479492,399.0526157986684,11.349374903160138,33.334466683459546
2020-07-13,442.4700012207031,3480.7,447.14100036621096,436.0560012817383,57.37398737508259,16.411443621246008,16.537110448417533,469.0169413250157,436.0560012817383,403.0950612384609,12.679417460300485,32.64034993205179
2020-07-14,433.7799987792969,5666.7,448.0989990234375,437.6780014038086,52.74822123124237,14.271767735885703,16.084041905911167,466.58986520707214,437.6780014038086,408.76613760054505,13.643744261406255,30.768318898712096
2020-07-15,433.010009765625,2566.2,447.86900024414064,438.7450012207031,52.34550664417482,12.371318642437188,15.341497253216371,465.2103909895253,438.7450012207031,412.2796114518809,13.447762092483263,28.837233427691128
2020-07-16,426.2900085449219,2677.7,446.5170013427734,439.38500213623047,48.84087419881153,10.205310638312426,14.314259930235583,463.9255951089958,439.38500213623047,414.8444091634651,13.522921943020174,27.75507314782067
2020-07-17,432.4200134277344,2568.2,445.46400146484376,439.9830032348633,51.99804547319879,8.880999222446917,13.22760778867785,463.19682002324527,439.9830032348633,416.76918644648134,13.256998075159359,26.500653477875115
