Title,Link
【公告】致茂 2024年6月合併營收17.65億元 年增8.39%,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E8%87%B4%E8%8C%82-2024%E5%B9%B46%E6%9C%88%E5%90%88%E4%BD%B5%E7%87%9F%E6%94%B617-65%E5%84%84%E5%85%83-%E5%B9%B4%E5%A2%9E8-061131094.html
《業績-其他電》致茂6月營收為17.65億元，年增8.39%,https://tw.stock.yahoo.com/news/%E6%A5%AD%E7%B8%BE-%E5%85%B6%E4%BB%96%E9%9B%BB-%E8%87%B4%E8%8C%826%E6%9C%88%E7%87%9F%E6%94%B6%E7%82%BA17-65%E5%84%84%E5%85%83-%E5%B9%B4%E5%A2%9E8-060834314.html
《其他電》致茂攻先進封裝 獲大廠認證,https://tw.stock.yahoo.com/news/%E5%85%B6%E4%BB%96%E9%9B%BB-%E8%87%B4%E8%8C%82%E6%94%BB%E5%85%88%E9%80%B2%E5%B0%81%E8%A3%9D-%E7%8D%B2%E5%A4%A7%E5%BB%A0%E8%AA%8D%E8%AD%89-235033800.html
致茂攻先進封裝 獲大廠認證,https://tw.stock.yahoo.com/news/%E8%87%B4%E8%8C%82%E6%94%BB%E5%85%88%E9%80%B2%E5%B0%81%E8%A3%9D-%E7%8D%B2%E5%A4%A7%E5%BB%A0%E8%AA%8D%E8%AD%89-201000459.html
【公告】致茂代子公司-晶測電子股份有限公司取得不動產使用權資產,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E8%87%B4%E8%8C%82%E4%BB%A3%E5%AD%90%E5%85%AC%E5%8F%B8-%E6%99%B6%E6%B8%AC%E9%9B%BB%E5%AD%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%8F%96%E5%BE%97%E4%B8%8D%E5%8B%95%E7%94%A2%E4%BD%BF%E7%94%A8%E6%AC%8A%E8%B3%87%E7%94%A2-084306847.html
《熱門族群》貿聯-KY、致茂 股價新高,https://tw.stock.yahoo.com/news/%E7%86%B1%E9%96%80%E6%97%8F%E7%BE%A4-%E8%B2%BF%E8%81%AF-ky-%E8%87%B4%E8%8C%82-%E8%82%A1%E5%83%B9%E6%96%B0%E9%AB%98-000739780.html
貿聯-KY、致茂 股價新高,https://tw.stock.yahoo.com/news/%E8%B2%BF%E8%81%AF-ky-%E8%87%B4%E8%8C%82-%E8%82%A1%E5%83%B9%E6%96%B0%E9%AB%98-201000529.html
鉅亨速報 - Factset 最新調查：致茂(2360-TW)EPS預估上修至11.82元，預估目標價為320元,https://tw.stock.yahoo.com/news/%E9%89%85%E4%BA%A8%E9%80%9F%E5%A0%B1-factset-%E6%9C%80%E6%96%B0%E8%AA%BF%E6%9F%A5-%E8%87%B4%E8%8C%82-2360-061029120.html
《其他電》Q2展望樂觀 致茂亮燈再觸新高價,https://tw.stock.yahoo.com/news/%E5%85%B6%E4%BB%96%E9%9B%BB-q2%E5%B1%95%E6%9C%9B%E6%A8%82%E8%A7%80-%E8%87%B4%E8%8C%82%E4%BA%AE%E7%87%88%E5%86%8D%E8%A7%B8%E6%96%B0%E9%AB%98%E5%83%B9-030415551.html
《其他電》致茂開盤填息達陣 5月營收衝近19月高,https://tw.stock.yahoo.com/news/%E5%85%B6%E4%BB%96%E9%9B%BB-%E8%87%B4%E8%8C%82%E9%96%8B%E7%9B%A4%E5%A1%AB%E6%81%AF%E9%81%94%E9%99%A3-5%E6%9C%88%E7%87%9F%E6%94%B6%E8%A1%9D%E8%BF%9119%E6%9C%88%E9%AB%98-023130737.html
