ticker,daily_return,weekly_return,one_month_return,six_months_return,one_year_return,prev_1d_change,prev_3d_change,prev_5d_change,daily_win_rate,weekly_win_rate,monthly_win_rate,six_months_win_rate,one_year_win_rate,additional_win_rate,total_win_rate
2330.TW,0.10787750793855473,0.10471182694195674,-0.13197763054581138,0.361749189560845,0.22608301008660067,-3.1958762886597936,-8.83495145631068,-9.71153846153846,48.4629294755877,48.354519774011294,48.13858451130077,55.46218487394958,52.459016393442624,15,267.877235028292
2317.TW,0.08307980126867166,0.05622271571045906,-0.41695404377893397,0.5833701778820182,0.2603447967911212,-5.6372549019607865,-9.198113207547165,-11.085450346420323,43.942133815551536,43.693502824858754,43.97164718245188,50.42016806722689,44.67213114754098,15,241.69958303763002
2382.TW,0.16089582918817144,0.14077078752622574,-0.4644957033702993,0.1937717301065404,0.15272481560362816,-3.0303030303030276,-8.280254777070063,-10.835913312693501,50.09041591320072,50.028248587570616,49.81700077518064,48.739495798319325,50.0,15,263.6751610742713
2303.TW,0.12819203354930064,0.1076980904296975,-0.63677670035283,0.029595567490200304,0.054742434637187184,-3.2755312388416447,-5.283017428416126,-5.992510620788383,48.01084990958409,47.5,47.89836242420097,46.21848739495798,46.31147540983606,15,250.93917513857912
1216.TW,0.02178421870389026,0.026315317518644372,0.3891204984000344,0.18435900081192697,0.06981150953940365,1.6110489082810764,4.127358342031862,2.080928383535041,48.282097649186255,47.8954802259887,48.375530582982336,48.739495798319325,49.18032786885246,30,272.47293212532907
3711.TW,0.08598880911930394,0.06626572380869131,-0.23752143629795627,0.218172298943334,0.18256423992784349,-4.093567251461994,-10.136986301369866,-8.635097493036215,47.64918625678119,47.38700564971751,47.49471764966325,51.26050420168067,49.18032786885246,15,257.9717416266951
1303.TW,-0.02155325614771849,-0.022640097142253075,-0.05548295509824053,-0.13715009358748825,-0.13077867822632006,-0.19841723371181175,-0.19841723371181175,1.309159498903223,46.292947558770344,46.17937853107344,46.32874918828308,38.655462184873954,37.295081967213115,0,214.75161943021394
2002.TW,0.01059369356258956,0.006103060596279988,-0.09863207830058515,-0.05011631886387746,-0.091845613261438,-1.0706637940717023,-1.0706637940717023,-1.2820480425263736,44.032549728752265,43.75706214689265,44.15629324283677,39.49579831932773,38.52459016393443,0,209.9662936017438
1301.TW,-0.03544781973351618,-0.02756362100861264,0.013777056505544161,-0.13334178468151686,-0.12421437363625673,0.1663931636560978,0.1663931636560978,5.0610847547851945,44.5750452079566,44.71045197740113,44.66046649704061,37.81512605042017,38.9344262295082,0,210.6955159623267
3231.TW,0.14259724387461375,0.11891792584894673,-0.5306304156697036,-0.0217349258846368,-0.10951870775697255,-4.739336492891,-7.798165137614676,-5.633802816901412,50.09041591320072,50.01412429378531,50.123204190431515,45.378151260504204,46.31147540983606,0,241.9173710677578
3045.TW,-0.0034624706491709167,-0.007396387919391501,-0.06860650189192237,0.06215258937838457,0.044691149374840575,0.0,1.4705882352941124,2.4752475247524774,41.591320072332735,41.10875706214689,41.666775959036634,44.537815126050425,47.540983606557376,0,216.44565182612405
2542.TW,0.058794705703016925,0.0515270607725248,0.6986641997324926,0.37081293811224664,0.19659511808342492,-5.015675237000028,-6.769233116736784,-0.9803958845400862,48.282097649186255,48.58050847457627,48.774267388910246,54.621848739495796,47.540983606557376,35,282.79970585872593
2449.TW,0.12170219596350426,0.08992216583019319,0.06618233974795128,0.31540558286606146,0.2659416835526913,-6.2761506276150625,-12.15686274509804,-12.840466926070038,49.819168173598555,49.23728813559322,49.58467287229264,47.05882352941176,48.36065573770492,15,259.0606084486011
5388.TW,0.054822215747933785,0.03470251662644508,-0.18754519250609264,-0.07151216571219066,0.041706188082064506,-3.3898305084745783,-2.564102564102566,-2.564102564102566,48.282097649186255,48.59463276836158,48.42062188115433,45.378151260504204,46.72131147540984,0,237.3968150346162
2376.TW,0.1959424297435232,0.21450782125817017,-0.6318550284697834,0.04298158728791514,-0.018753483622929903,-1.8018018018018056,-6.996587030716728,-9.7682119205298,49.728752260397826,50.028248587570616,49.55194530543593,44.537815126050425,43.0327868852459,0,236.87954816470068
2603.TW,0.22215077120720253,0.2161438229709461,-1.0810368623818396,0.0775274701265436,0.22704437109368159,-2.9940119760479056,-5.813953488372093,-6.628242074927959,49.819168173598555,49.40677966101695,49.683910504503025,47.05882352941176,48.36065573770492,0,244.3293376062352
3035.TW,0.21730669257578566,0.19376893586478322,-0.12764735264627466,-0.21393915897444188,-0.01760832565847042,-5.629629629629629,-9.773371104815865,-6.0471976401179965,49.09584086799277,48.84180790960452,49.158972477301134,44.537815126050425,47.950819672131146,15,254.58525605308
2356.TW,0.09327007965717794,0.0752256990784571,-0.4431945445276438,0.017233926828929075,-0.07011444110270112,-4.104472035207952,-8.865247987104697,-9.187274007824852,48.734177215189874,48.66525423728814,48.68785862349477,48.739495798319325,46.72131147540984,0,241.54809734970195
2357.TW,0.08130984994905296,0.06565089264652021,-0.41515747299926453,0.04472519580033075,0.16559617594928563,-2.8037383177570097,-5.167173252279634,-6.1183550651955905,48.10126582278481,48.05790960451978,48.173070441539224,42.016806722689076,45.08196721311475,15,246.43101980464763
2383.TW,0.13951468737113867,0.11270376633433954,-0.369843008820154,0.10253491260823983,0.15371020621641354,-3.9215686274509776,-9.848484848484851,-11.382978723404257,48.372513562386985,48.2909604519774,48.502505975324425,47.05882352941176,48.36065573770492,15,255.5854592568055
2360.TW,0.09769961635295538,0.07829288553220004,-0.35367834225985867,0.3304763231902209,0.06162476131533688,-1.1551155115511524,-8.689024390243905,-10.597014925373138,46.1121157323689,45.77683615819208,46.15470587801991,48.739495798319325,47.13114754098361,15,248.91430110788383
2454.TW,0.12414170294678005,0.10804385073257611,-0.9024497138011148,0.27455290679879385,0.2641199359969897,-2.777777777777779,-7.547169811320753,-9.594095940959413,48.01084990958409,47.75423728813559,47.97307278999724,47.05882352941176,48.36065573770492,30,269.1576392548336
6505.TW,-0.025038107698950606,-0.01252236649459904,-0.013704868211561472,-0.06906001425290294,-0.06523017297632598,1.2288833648373076,1.5408320130797737,2.968752384185791,45.66003616636528,46.278248587570616,45.94094789340694,36.97478991596639,43.44262295081967,15,233.29664551412893
2412.TW,0.011416446997365024,0.01659778083896866,-0.1843019510402206,0.01390078697164567,0.01969721213846898,-0.4132231404958664,0.8368200836819994,0.8368200836819994,38.78842676311031,38.870056497175135,38.88721723318024,40.33613445378151,40.16393442622951,0,197.04576937347667
2308.TW,0.10001881760881212,0.07747654123616146,-0.0927021102602814,0.25227136413757967,0.03335614490734496,-6.3909774436090245,-9.124087591240881,-9.999999999999998,48.91500904159132,48.96892655367232,49.01309184601014,50.42016806722689,46.72131147540984,0,244.0385069839105
2881.TW,0.08050384302039008,0.06418483630425964,0.27436594452021357,0.23590337372058198,0.1371820929810408,-4.065040722447854,-9.230770907559238,-9.130916295303726,48.19168173598553,48.09322033898305,48.67099103133257,57.14285714285714,51.229508196721305,15,268.32825844587956
3017.TW,0.29667635509114915,0.2587039292385261,-0.6403203604339706,0.5988893108340384,0.33234488523595523,-7.714701601164487,-8.115942028985511,-9.686609686609682,51.44665461121157,51.709039548022595,51.32245030484117,51.26050420168067,52.459016393442624,15,273.19766505919864
3006.TW,0.1311168348496075,0.1300960226685222,-0.572944957820155,0.027172674656170008,0.09927293710930853,-2.774811695626078,-7.230141237034127,-5.399796898076826,50.63291139240506,50.44491525423729,50.86346710235586,45.378151260504204,46.31147540983606,0,243.6309204193385
2408.TW,-0.001792577254298668,-0.005041633912498443,-0.6995363342439347,-0.07155753528252108,-0.029145167946278788,-3.582547557155691,-7.473841384093016,-8.567201896327227,47.287522603978296,47.68361581920903,47.75192089557171,42.016806722689076,43.44262295081967,0,228.18248899226776
2344.TW,0.055456429370676186,0.06249784634103672,-0.5667288644369199,-0.1093673297729991,-0.034095481366908875,-2.2540952690952354,-5.5445529446743524,-5.9171596742715105,46.56419529837251,46.92796610169491,46.8993012610317,39.49579831932773,40.98360655737705,0,220.8708675378039
8046.TW,0.1726422064108868,0.13622703142812245,-0.47534989123305194,-0.16814412189684774,-0.1363516421182268,-3.551912568306015,-9.718670076726344,-5.8666666666666645,49.728752260397826,49.152542372881356,49.595092828924614,42.016806722689076,47.13114754098361,15,252.6243417258765
3037.TW,0.18552389927740692,0.1584746072701366,0.14594891491515738,0.13624642115846292,0.03217426916250738,-1.0389610389610393,-11.600928074245942,-0.2617801047120394,50.0,49.682203389830505,50.04156449712869,43.69747899159664,43.85245901639344,15,252.27370589494927
2891.TW,0.05165592504249953,0.05354396769509675,-0.28844420949363603,0.217410335870137,0.13147976420469493,-1.2517406213892301,-4.054054054054057,-5.710495189226206,48.64376130198915,48.629943502824865,48.85824659336633,53.78151260504202,49.59016393442623,30,279.5036279376486
2882.TW,0.04265148912376884,0.024322836388944995,0.012380484066277732,0.2765399203998105,0.13167111674725768,-4.153352296319845,-8.116390205306645,-7.692307692307687,47.55877034358047,47.29519774011299,47.70909595550132,52.94117647058824,46.72131147540984,15,257.22555198519285
2353.TW,0.10886915965481936,0.10767540749169939,-0.18326256125286156,0.028884942874743625,0.13358140478690436,0.0,-1.4925388916100624,-2.222220607535552,49.276672694394215,49.074858757062145,49.35308795153201,43.69747899159664,43.85245901639344,15,250.25455741097846
1513.TW,0.22431808143582058,0.2279042425278992,0.5665226977220003,0.5544183708541889,0.2943785910841996,-4.9886621315192725,-6.2639821029082725,-11.040339702760082,48.4629294755877,48.813559322033896,48.614159756550144,48.739495798319325,45.49180327868852,15,255.12194763117958
8996.TW,0.234571297429772,0.2850242678895778,-0.9649320149574309,0.5596132908302055,0.017624590575345787,-2.857142857142858,-5.555555555555558,-8.557457212713937,48.19168173598553,48.58050847457627,47.974020312231126,50.42016806722689,44.67213114754098,15,254.8385097375608
6282.TW,0.06890115008534466,0.0573409013394996,-0.2833911501055651,-0.031435843063660165,-0.13452631214452176,-3.2938075754156637,-6.615772327214842,-6.138101802664043,48.10126582278481,48.128531073446325,48.39877753804747,44.537815126050425,41.39344262295082,0,230.55983218327987
1795.TW,0.1267881746643307,0.12493414266212806,-0.08622066567366046,0.008432418573413793,0.015805149167843854,0.0,-2.7491408934707917,-1.5652173913043521,47.739602169981914,47.67655367231638,47.803439708220125,47.05882352941176,45.49180327868852,0,235.7702223586187
2388.TW,0.1796817567133014,0.12590973640722075,0.029039535119249456,-0.0954662765152067,-0.007743655195082334,1.2448132780082943,-2.7888446215139417,0.0,46.1121157323689,45.282485875706215,45.52164520705497,36.97478991596639,45.49180327868852,15,234.382840009785
