ticker,daily_return,weekly_return,one_month_return,six_months_return,one_year_return,additional_win_rate,prev_1d_change,prev_3d_change,prev_5d_change,daily_win_rate,weekly_win_rate,monthly_win_rate,six_months_win_rate,one_year_win_rate
AAPL,0.11688100563712604,0.11102087761333543,0.23036252157051149,0.1494608239381277,0.06790627287158751,15,0.05799129586043783,-4.475772693045577,-2.70234922745346,52.53496503496503,52.41596638655462,52.635001985740494,55.55555555555556,54.1501976284585
MSFT,0.10706212817463577,0.10237101978481324,-0.09352737097256866,0.09013590451938383,0.0851536130622684,15,-0.7402888030001886,-2.760723430639689,-3.624738812452699,52.27272727272727,52.03781512605042,52.26726175842048,51.587301587301596,54.1501976284585
GOOGL,0.10496284587905036,0.11053654329923793,0.07955112382202557,0.1856796561740855,0.15796130629003108,15,-0.016882648930549582,-3.403650809677383,-4.003892240155372,54.28321678321678,54.22268907563025,54.25553103023458,61.904761904761905,58.498023715415016
AMZN,0.08372912393169862,0.08458843885672054,0.02322450432014437,0.1523460171683264,0.14223164138030692,15,-0.33741230867346816,-5.123820936035239,-5.840917419661896,51.74825174825175,51.70168067226891,51.70069262268139,51.587301587301596,51.77865612648221
TSLA,0.2738318533211529,0.29717463350800133,1.3085518273908872,0.15991991698959396,-0.026918079141955764,15,-4.02439471622098,-6.766448696425032,-3.637754878426658,53.14685314685315,53.34033613445378,53.32331187292701,52.38095238095239,48.616600790513836
JPM,0.05629236113043645,0.05488377743333443,0.30896096230443443,0.1872463584949645,0.12926049467331516,15,-0.09524571497833145,-1.797582822611754,2.3616650142640694,51.048951048951054,50.96638655462185,51.207049243662524,58.730158730158735,56.52173913043478
JNJ,0.01308543431267972,0.012612670421533563,0.2927613565079317,-0.02785740199807487,-0.00559331676760271,0,-0.4696922765019873,2.436930049953556,3.2092323204516715,50.08741258741259,50.02100840336134,50.044423851580085,50.79365079365079,54.1501976284585
V,0.04490813598302622,0.05065840493158255,-0.137762364342176,-0.0038351414563251415,0.042402952832246495,15,-1.3709836615584114,-1.4076169154770168,-0.10536569187419298,52.972027972027966,53.04621848739496,52.95549329666243,57.14285714285714,57.70750988142292
PG,0.03597711913329601,0.03529488245743821,-0.01357262510107704,0.10301657637017544,0.05038411958502973,0,-0.2849654004879465,0.60497740885741,0.8102791540544274,53.40909090909091,53.2563025210084,53.20461052019197,55.55555555555556,54.1501976284585
UNH,0.07556746750125903,0.07295406250063793,0.7941264464283242,0.0857597667230197,0.05797201264848839,60,0.1754244227352153,2.9988926556537177,10.517470810887719,52.972027972027966,52.794117647058826,52.998569906620666,54.761904761904766,52.569169960474305
NVDA,0.3182567400278,0.31219369167205474,-0.6028500906077094,0.6327634104847457,0.40137616741125604,15,-2.609626004031884,-6.671415214036635,-8.751164273655576,54.63286713286713,54.30672268907563,54.67718523761794,57.14285714285714,56.52173913043478
DIS,-0.01419454654927469,-0.00988565065107401,-0.27403253669989164,0.045192312687949855,0.0564690742124775,15,-1.0848259549808281,-2.7724213700523803,-1.4310711715782798,47.81468531468531,47.83613445378151,47.68274260930804,49.2063492063492,49.01185770750988
HD,0.0617256612772081,0.06018651052274425,0.1386793598478814,0.02055079704875561,0.06180894138196492,15,-0.7430073537128989,-1.5604708067349038,0.9978587562939234,53.234265734265726,53.109243697478995,53.31276358341055,49.2063492063492,51.77865612648221
MA,0.053497612722100865,0.059035472752906486,-0.06285104387522596,0.027997651994402444,0.04742887307128167,15,-1.120966029063386,0.03607504848595067,0.8134369155437415,52.09790209790209,52.121848739495796,52.15310284334624,54.761904761904766,57.31225296442688
PYPL,-0.012526903393597237,-0.006498626791548131,0.02448123846387088,-0.013814233158256459,-0.06430311154538293,30,-1.1166636149088527,-4.012294915282066,-1.5596459591330492,51.13636363636363,51.07142857142857,51.0520381082062,52.38095238095239,52.96442687747036
VZ,-0.02423778282419681,-0.01993120141321383,0.1843543212177316,0.06068240887061109,0.11026784002815002,15,-1.0696476496405039,0.4101282649367377,0.4586015575897662,48.95104895104895,49.096638655462186,49.01555181521897,50.0,52.569169960474305
ADBE,0.07441551474383169,0.07341505343093187,0.26349862560019083,-0.02890195645395779,0.036525175504958596,15,-1.0505478750864494,-2.742962302758045,-1.4399406079496968,52.18531468531469,52.03781512605042,52.14598119445216,46.03174603174603,48.22134387351779
NFLX,0.10239000466558655,0.09821795702608734,-0.3691509702944211,0.23070422938073046,0.13673667155945518,30,-1.5084522740921313,-3.5013377944149715,-2.20196869488245,50.61188811188811,50.42016806722689,50.357770098980836,50.0,49.80237154150198
