Title,Link
《通網股》全國技能競賽落幕 中華電力挺技術人才培育,https://tw.stock.yahoo.com/news/%E9%80%9A%E7%B6%B2%E8%82%A1-%E5%85%A8%E5%9C%8B%E6%8A%80%E8%83%BD%E7%AB%B6%E8%B3%BD%E8%90%BD%E5%B9%95-%E4%B8%AD%E8%8F%AF%E9%9B%BB%E5%8A%9B%E6%8C%BA%E6%8A%80%E8%A1%93%E4%BA%BA%E6%89%8D%E5%9F%B9%E8%82%B2-072103190.html
中華電信攜手和碩 實現新一代AR、VR與AI創新應用,https://tw.stock.yahoo.com/news/%E4%B8%AD%E8%8F%AF%E9%9B%BB%E4%BF%A1%E6%94%9C%E6%89%8B%E5%92%8C%E7%A2%A9-%E5%AF%A6%E7%8F%BE%E6%96%B0-%E4%BB%A3ar-vr%E8%88%87ai%E5%89%B5%E6%96%B0%E6%87%89%E7%94%A8-051540708.html
《通網股》中華電完成新一代FTTH 25GS-PON技術測試,https://tw.stock.yahoo.com/news/%E9%80%9A%E7%B6%B2%E8%82%A1-%E4%B8%AD%E8%8F%AF%E9%9B%BB%E5%AE%8C%E6%88%90%E6%96%B0-%E4%BB%A3ftth-25gs-pon%E6%8A%80%E8%A1%93%E6%B8%AC%E8%A9%A6-040221701.html
國內光纖上網新里程碑 中華電攜手和碩、諾基亞 完成25G網速測試應用,https://tw.stock.yahoo.com/news/%E5%9C%8B%E5%85%A7%E5%85%89%E7%BA%96%E4%B8%8A%E7%B6%B2%E6%96%B0%E9%87%8C%E7%A8%8B%E7%A2%91-%E4%B8%AD%E8%8F%AF%E9%9B%BB%E6%94%9C%E6%89%8B%E5%92%8C%E7%A2%A9-%E8%AB%BE%E5%9F%BA%E4%BA%9E-%E5%AE%8C%E6%88%9025g%E7%B6%B2%E9%80%9F%E6%B8%AC%E8%A9%A6%E6%87%89%E7%94%A8-040207708.html
中華電攜手和碩等，完成新一代光纖到家25GS-PON技術測試,https://tw.stock.yahoo.com/news/%E4%B8%AD%E8%8F%AF%E9%9B%BB%E6%94%9C%E6%89%8B%E5%92%8C%E7%A2%A9%E7%AD%89-%E5%AE%8C%E6%88%90%E6%96%B0-%E4%BB%A3%E5%85%89%E7%BA%96%E5%88%B0%E5%AE%B625gs-pon%E6%8A%80%E8%A1%93%E6%B8%AC%E8%A9%A6-032723728.html
《科技》亞馬遜台灣雲端高峰會 台積、中華電等大咖挺,https://tw.stock.yahoo.com/news/%E7%A7%91%E6%8A%80-%E4%BA%9E%E9%A6%AC%E9%81%9C%E5%8F%B0%E7%81%A3%E9%9B%B2%E7%AB%AF%E9%AB%98%E5%B3%B0%E6%9C%83-%E5%8F%B0%E7%A9%8D-%E4%B8%AD%E8%8F%AF%E9%9B%BB%E7%AD%89%E5%A4%A7%E5%92%96%E6%8C%BA-234547379.html
亞馬遜台灣雲端高峰會 台積、中華電等大咖挺,https://tw.stock.yahoo.com/news/%E4%BA%9E%E9%A6%AC%E9%81%9C%E5%8F%B0%E7%81%A3%E9%9B%B2%E7%AB%AF%E9%AB%98%E5%B3%B0%E6%9C%83-%E5%8F%B0%E7%A9%8D-%E4%B8%AD%E8%8F%AF%E9%9B%BB%E7%AD%89%E5%A4%A7%E5%92%96%E6%8C%BA-201000017.html
《通網股》中華電購近96億設備 供應鏈受惠,https://tw.stock.yahoo.com/news/%E9%80%9A%E7%B6%B2%E8%82%A1-%E4%B8%AD%E8%8F%AF%E9%9B%BB%E8%B3%BC%E8%BF%9196%E5%84%84%E8%A8%AD%E5%82%99-%E4%BE%9B%E6%87%89%E9%8F%88%E5%8F%97%E6%83%A0-032359840.html
中華電信ADR19日下跌0.17美元跌幅0.46%折台股119.14元,https://tw.stock.yahoo.com/news/%E4%B8%AD%E8%8F%AF%E9%9B%BB%E4%BF%A1adr19%E6%97%A5%E4%B8%8B%E8%B7%8C0-17%E7%BE%8E%E5%85%83%E8%B7%8C%E5%B9%850-46-%E6%8A%98%E5%8F%B0%E8%82%A1119-14%E5%85%83-221128236.html
中華電購近96億設備 供應鏈受惠,https://tw.stock.yahoo.com/news/%E4%B8%AD%E8%8F%AF%E9%9B%BB%E8%B3%BC%E8%BF%9196%E5%84%84%E8%A8%AD%E5%82%99-%E4%BE%9B%E6%87%89%E9%8F%88%E5%8F%97%E6%83%A0-201000874.html
