ticker,daily_return,weekly_return,one_month_return,six_months_return,one_year_return,additional_win_rate,prev_1d_change,prev_3d_change,prev_5d_change,daily_win_rate,weekly_win_rate,monthly_win_rate,six_months_win_rate,one_year_win_rate
AAPL,0.11693257280855922,0.11039870752749623,0.17529403595014806,0.17485032429745243,0.06714728530896288,15,-2.0534830945314275,-4.360068893694812,-1.489657924740384,52.493438320209975,52.37394957983193,52.60503195577047,55.55555555555556,53.75494071146245
MSFT,0.1078041167308309,0.10237700942247387,-0.07983508553432941,0.10497739379548689,0.10381079509801808,15,-0.7102259141666956,-2.9936550783540627,-3.151532154197334,52.31846019247593,52.05882352941177,52.32720181836055,52.38095238095239,54.54545454545454
GOOGL,0.10506954070813057,0.10970478524464798,0.02259079342057538,0.1970897726996281,0.15520590688121452,0,-1.8395767055902734,-4.73918211319464,-4.246378494260094,54.330708661417326,54.2436974789916,54.31547109017464,62.698412698412696,58.498023715415016
AMZN,0.08409789926672942,0.08369221520179909,0.006952405645388988,0.16438800527850467,0.1414049404633123,15,-2.224228616340451,-4.654421525470354,-5.793387785161574,51.793525809273845,51.72268907563025,51.76063268262145,52.38095238095239,51.77865612648221
TSLA,0.2775956243978097,0.3006574001511459,1.4346448415016744,0.1783466978485589,-0.00698232536168691,50,0.2937608561525362,-1.3497481279083345,3.4020648839444334,53.193350831146105,53.403361344537814,53.433201982817124,52.38095238095239,49.01185770750988
JPM,0.056425056468535205,0.055496878746106953,0.3628300871423586,0.18956973285477935,0.1303585106784551,15,-3.1770182804335856,-0.03332888512338483,1.2195704104676741,51.0936132983377,51.029411764705884,51.286969323582596,59.523809523809526,56.916996047430835
JNJ,0.013508181870310776,0.013786079604407642,0.30533946771770343,-0.020270938471537703,-0.0037616978068309563,15,-0.7408376858757393,4.140975910151878,3.8209761772278306,50.13123359580053,50.063025210084035,50.124343931500164,51.587301587301596,54.1501976284585
V,0.046147971182274414,0.05208304302631579,-0.02945431012239409,0.011540375876073835,0.04260554956218438,30,-1.3018035026165387,0.2607493602620137,2.5138093355083324,53.018372703412076,53.109243697478995,53.035413376582504,57.936507936507944,57.70750988142292
PG,0.03625815461457556,0.03577025276886553,0.03013212555737578,0.09575056996254604,0.05225327630526079,0,-0.5901794060383159,2.3453643014987646,1.7518480565967165,53.45581802274716,53.29831932773109,53.27454059012204,55.55555555555556,54.54545454545454
UNH,0.07548002708511721,0.07493663659029465,0.7061529067355967,0.07136530454314437,0.07027751087711366,60,-1.5594477366272619,9.501917496602852,11.89230772581955,52.93088363954506,52.773109243697476,52.95860986666062,53.96825396825397,52.569169960474305
NVDA,0.3208205602940519,0.313076773599008,-0.3113445029263827,0.6683982033698,0.4204789272876988,0,2.6273400544513548,-5.722520993308655,-4.952908251501487,54.68066491688539,54.32773109243698,54.747115307548015,57.936507936507944,56.916996047430835
DIS,-0.013257040937688392,-0.009043019390556009,-0.22331212196721398,0.07023030487720977,0.06255858303257579,15,-0.5343712425368352,-0.08258679548507342,0.1966899010429568,47.85651793525809,47.857142857142854,47.71271263927807,50.0,49.40711462450593
HD,0.062430331167742346,0.061188586890515234,0.23360143653449553,0.031356359902931466,0.06563369360882847,50,-1.5622974124928635,2.1257588849054043,3.4738058538991368,53.28083989501312,53.15126050420168,53.382693653340624,50.0,52.17391304347826
MA,0.05452603972891828,0.060388696127228,0.01178157649769151,0.04302175878115427,0.047889302121179055,0,-0.5408286243462457,1.0630633379961951,2.8183830746812077,52.14348206474191,52.16386554621849,52.223032913276306,55.55555555555556,57.31225296442688
PYPL,-0.011560058637454282,-0.005644116829269121,-0.002329899835264358,0.02420216495162526,-0.05515642331327547,15,-2.0248230641424114,-0.7772469178356944,0.016666646530194562,51.181102362204726,51.11344537815126,51.12196817813627,53.17460317460318,53.359683794466406
VZ,-0.023322362625583584,-0.018702986136861104,0.3101098450170105,0.07060093538273364,0.12467238595308418,30,0.09517229761863977,3.138020962410981,1.864407922489053,48.99387576552931,49.15966386554622,49.10546190512906,50.79365079365079,52.96442687747036
ADBE,0.07540059652126627,0.07421822228356337,0.3457457360796739,-0.02375959937874884,0.04842365079511752,15,-1.1081800372807704,-1.566181620015028,-0.13988294927546052,52.23097112860893,52.07983193277311,52.21591126438223,46.03174603174603,48.616600790513836
NFLX,0.1038005495681765,0.09934148044342525,-0.22798741637529493,0.25090456111974363,0.16443564934616903,15,-0.6826744193171419,-2.0428111707397223,-1.4875560279825728,50.65616797900262,50.44117647058823,50.39773013894088,50.79365079365079,50.19762845849802
