Title,Link
川普一席話鴻海暴跌近4% 郭台銘身價一天蒸發近140億元,https://tw.stock.yahoo.com/news/%E5%B7%9D%E6%99%AE%E4%B8%80%E5%B8%AD%E8%A9%B1%E9%B4%BB%E6%B5%B7%E6%9A%B4%E8%B7%8C%E8%BF%914-%E9%83%AD%E5%8F%B0%E9%8A%98%E8%BA%AB%E5%83%B9%E4%B8%80%E5%A4%A9%E8%92%B8%E7%99%BC%E8%BF%91140%E5%84%84%E5%85%83-035935779.html
海公公跌逾4% 近200元的鴻海要撿嗎？分析師：屬非經濟性影響 可逢低布局,https://tw.stock.yahoo.com/news/%E6%B5%B7%E5%85%AC%E5%85%AC%E8%B7%8C%E9%80%BE4-%E8%BF%91200%E5%85%83%E7%9A%84%E9%B4%BB%E6%B5%B7%E8%A6%81%E6%92%BF%E5%97%8E%EF%BC%9F%E5%88%86%E6%9E%90%E5%B8%AB%EF%BC%9A%E5%B1%AC%E9%9D%9E%E7%B6%93%E6%BF%9F%E6%80%A7%E5%BD%B1%E9%9F%BF-%E5%8F%AF%E9%80%A2%E4%BD%8E%E5%B8%83%E5%B1%80-033526929.html
台股前十大權值股沈淪 僅剩中華電一枝獨紅,https://tw.stock.yahoo.com/news/%E5%8F%B0%E8%82%A1%E5%89%8D%E5%8D%81%E5%A4%A7%E6%AC%8A%E5%80%BC%E8%82%A1%E6%B2%88%E6%B7%AA-%E5%83%85%E5%89%A9%E4%B8%AD%E8%8F%AF%E9%9B%BB%E4%B8%80%E6%9E%9D%E7%8D%A8%E7%B4%85-032301640.html
證交所董事會通過中台、三集瑞-KY及ITH-KY三家上市案,https://tw.stock.yahoo.com/news/%E8%AD%89%E4%BA%A4%E6%89%80%E8%91%A3%E4%BA%8B%E6%9C%83%E9%80%9A%E9%81%8E%E4%B8%AD%E5%8F%B0-%E4%B8%89%E9%9B%86%E7%91%9E-ky%E5%8F%8Aith-ky%E4%B8%89%E5%AE%B6%E4%B8%8A%E5%B8%82%E6%A1%88-092936090.html
鴻海研究院AI論壇7/23登場 談生成式AI應用,https://tw.stock.yahoo.com/news/%E9%B4%BB%E6%B5%B7%E7%A0%94%E7%A9%B6%E9%99%A2ai%E8%AB%96%E5%A3%877-23%E7%99%BB%E5%A0%B4-%E8%AB%87%E7%94%9F%E6%88%90%E5%BC%8Fai%E6%87%89%E7%94%A8-064459084.html
【Yahoo早盤】美股創高台股2萬4關前徘徊 分析師蔡明翰曝原因,https://tw.stock.yahoo.com/news/%E3%80%90yahoo%E6%97%A9%E7%9B%A4%E3%80%91%E7%BE%8E%E8%82%A1%E5%89%B5%E9%AB%98%E5%8F%B0%E8%82%A12%E8%90%AC4%E9%97%9C%E5%89%8D%E5%BE%98%E5%BE%8A-%E5%88%86%E6%9E%90%E5%B8%AB%E8%94%A1%E6%98%8E%E7%BF%B0%E6%9B%9D%E5%8E%9F%E5%9B%A0-014706472.html
《其他電》鴻海GB200占比 外資喊明年達2成、金融軍備競賽有贏面,https://tw.stock.yahoo.com/news/%E5%85%B6%E4%BB%96%E9%9B%BB-%E9%B4%BB%E6%B5%B7gb200%E5%8D%A0%E6%AF%94-%E5%A4%96%E8%B3%87%E5%96%8A%E6%98%8E%E5%B9%B4%E9%81%942%E6%88%90-%E9%87%91%E8%9E%8D%E8%BB%8D%E5%82%99%E7%AB%B6%E8%B3%BD%E6%9C%89%E8%B4%8F%E9%9D%A2-012226624.html
【公告】鴻海受邀參加三星證券舉辦之線上座談會說明營運概況,https://tw.stock.yahoo.com/news/%E5%85%AC%E5%91%8A-%E9%B4%BB%E6%B5%B7%E5%8F%97%E9%82%80%E5%8F%83%E5%8A%A0%E4%B8%89%E6%98%9F%E8%AD%89%E5%88%B8%E8%88%89%E8%BE%A6%E4%B9%8B%E7%B7%9A%E4%B8%8A%E5%BA%A7%E8%AB%87%E6%9C%83%E8%AA%AA%E6%98%8E%E7%87%9F%E9%81%8B%E6%A6%82%E6%B3%81-091131649.html
《其他電》鴻海本周受邀虛實會議,https://tw.stock.yahoo.com/news/%E5%85%B6%E4%BB%96%E9%9B%BB-%E9%B4%BB%E6%B5%B7%E6%9C%AC%E5%91%A8%E5%8F%97%E9%82%80%E8%99%9B%E5%AF%A6%E6%9C%83%E8%AD%B0-090958273.html
【Yahoo早盤】川普遭槍擊台股紅翻黑 分析師翁偉捷：外資空單已破4萬口,https://tw.stock.yahoo.com/news/%E3%80%90yahoo%E6%97%A9%E7%9B%A4%E3%80%91%E5%B7%9D%E6%99%AE%E9%81%AD%E6%A7%8D%E6%93%8A%E5%8F%B0%E8%82%A1%E7%B4%85%E7%BF%BB%E9%BB%91-%E5%88%86%E6%9E%90%E5%B8%AB%E7%BF%81%E5%81%89%E6%8D%B7%EF%BC%9A%E5%A4%96%E8%B3%87%E7%A9%BA%E5%96%AE%E5%B7%B2%E7%A0%B44%E8%90%AC%E5%8F%A3-015134487.html
