Title,Link
外資提款421億！賣超前十含多檔權值股 台積電、鴻海均上榜,https://tw.stock.yahoo.com/news/%E5%A4%96%E8%B3%87%E6%8F%90%E6%AC%BE421%E5%84%84%EF%BC%81%E8%B3%A3%E8%B6%85%E5%89%8D%E5%8D%81%E5%90%AB%E5%A4%9A%E6%AA%94%E6%AC%8A%E5%80%BC%E8%82%A1-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E3%80%81%E9%B4%BB%E6%B5%B7%E5%9D%87%E4%B8%8A%E6%A6%9C-085445023.html
台股ETF股民衝破870萬　10檔人氣王一表看,https://tw.stock.yahoo.com/news/%E5%8F%B0%E8%82%A1etf%E8%82%A1%E6%B0%91%E8%A1%9D%E7%A0%B4870%E8%90%AC-10%E6%AA%94%E4%BA%BA%E6%B0%A3%E7%8E%8B%E4%B8%80%E8%A1%A8%E7%9C%8B-042111255.html
群創再登外資賣超榜首！外資兩日拋逾14萬張,https://tw.stock.yahoo.com/news/%E7%BE%A4%E5%89%B5%E5%86%8D%E7%99%BB%E5%A4%96%E8%B3%87%E8%B3%A3%E8%B6%85%E6%A6%9C%E9%A6%96%EF%BC%81%E5%A4%96%E8%B3%87%E5%85%A9%E6%97%A5%E6%8B%8B%E9%80%BE14%E8%90%AC%E5%BC%B5-083445372.html
外資再買超199億！第一又是鴻海 200元大關近在眼前,https://tw.stock.yahoo.com/news/%E5%A4%96%E8%B3%87%E5%86%8D%E8%B2%B7%E8%B6%85199%E5%84%84%EF%BC%81%E7%AC%AC%E4%B8%80%E5%8F%88%E6%98%AF%E9%B4%BB%E6%B5%B7-200%E5%85%83%E5%A4%A7%E9%97%9C%E8%BF%91%E5%9C%A8%E7%9C%BC%E5%89%8D-085610524.html
00940位居外資買超榜首！這四檔ETF也名列前十,https://tw.stock.yahoo.com/news/00940%E4%BD%8D%E5%B1%85%E5%A4%96%E8%B3%87%E8%B2%B7%E8%B6%85%E6%A6%9C%E9%A6%96%EF%BC%81%E9%80%99%E5%9B%9B%E6%AA%94etf%E4%B9%9F%E5%90%8D%E5%88%97%E5%89%8D%E5%8D%81-104152321.html
