ticker,daily_return,weekly_return,one_month_return,six_months_return,one_year_return,daily_win_rate,weekly_win_rate,monthly_win_rate,six_months_win_rate,one_year_win_rate,additional_win_rate,total_win_rate
2330.TW,0.11759568211610247,0.12510809343559126,0.7313553489120334,0.5033467065174262,0.25320929037234646,48.63636363636364,48.68233618233618,48.50222087493714,57.98319327731093,52.84552845528455,30,286.64964242623245
2317.TW,0.09378403136634812,0.08560452497087116,0.8284250666753504,0.6782190577425896,0.31408049106996655,44.09090909090909,43.98148148148148,44.130738091542796,51.26050420168067,45.52845528455284,10,238.9920881501669
2382.TW,0.17284987191029721,0.1627374866484151,0.7906516657576834,0.35779948698711705,0.31337661565676583,50.36363636363637,50.45584045584045,50.226091684271545,52.10084033613446,52.03252032520326,15,270.17892916508606
2303.TW,0.13376354535873972,0.12439300080315163,-0.1460583209550216,0.06050764063662967,0.04783200860381721,48.18181818181818,47.82051282051282,47.98927151511006,47.05882352941176,46.34146341463415,0,237.39188946148698
1216.TW,0.01910878966664033,0.018407587363004307,0.3587401791811481,0.14943840280368448,0.06115221235426647,48.27272727272727,47.7065527065527,48.443712401164156,48.739495798319325,49.59349593495935,5,247.7559841137228
3711.TW,0.09345790533294057,0.08740207434544832,0.5026423165128705,0.31939401983793936,0.21682274348490993,47.72727272727273,47.621082621082614,47.67653583148143,52.10084033613446,49.59349593495935,5,249.7192274509306
1303.TW,-0.02209296267212751,-0.022551678313205627,-0.05200790124975675,-0.1879803745686826,-0.12511268669004758,46.36363636363636,46.4031339031339,46.44238555191945,37.81512605042017,38.21138211382114,0,215.23566398293102
2002.TW,0.010622105360072104,0.009787973576029892,-0.044733367178917405,-0.0883520997901157,-0.08559600310910541,44.0,43.87464387464387,44.08811142465495,36.97478991596639,39.02439024390244,0,207.96193545916768
1301.TW,-0.03931645032114747,-0.031820156873669236,-0.254777847753891,-0.22041387478443086,-0.1385780106865519,44.54545454545455,44.49430199430199,44.66046649704061,36.97478991596639,38.61788617886179,0,209.29289913162535
3231.TW,0.1478310392734584,0.1403220992764134,-0.04951974138326183,0.1004773812419024,0.026421825876369643,50.18181818181818,50.27065527065527,50.10047691770424,45.378151260504204,47.15447154471545,0,243.08557317539734
3045.TW,-0.005728975577971892,-0.009570813536529246,-0.21000225471443307,0.021021114366996323,0.03305101620661521,41.63636363636364,41.28917378917379,41.780412322672994,44.537815126050425,47.5609756097561,0,216.80474048401695
2542.TW,0.05896424016640549,0.06897280581250027,0.9671347671793108,0.36416220490476353,0.18622741796413206,48.18181818181818,48.65384615384615,48.86517647981934,52.10084033613446,45.9349593495935,30,273.73664050121164
