ticker,daily_return,weekly_return,one_month_return,six_months_return,one_year_return,daily_win_rate,weekly_win_rate,monthly_win_rate,six_months_win_rate,one_year_win_rate,additional_win_rate,total_win_rate
00929.TW,0.11060490543567307,0.1113915775926189,-0.23433934931309064,0.08632371756503189,0.08335394314348987,50.90252707581227,49.80555555555555,50.81424840823337,50.847457627118644,50.61224489795918,15,267.982033564679
00712.TW,-0.024334183486583123,-0.043014830726313416,0.16474242907545047,0.03640905967216152,0.00851837822806908,48.278985507246375,47.99290780141843,48.611450551892794,50.847457627118644,48.97959183673469,0,244.71039332441094
00637L.TW,0.00239173061538954,0.0030037147847389546,0.15772738544089177,0.2829702400014083,0.006161192006131576,47.91666666666667,48.198581560283685,48.21699191774694,50.0,44.89795918367347,15,254.23019932837076
2884.TW,0.03666816461457402,0.03399212214408971,0.21504009676730929,0.1815296878638261,0.07414200348594836,45.70135746606335,45.6241134751773,45.710625254745956,53.78151260504202,46.7479674796748,15,252.56557628070343
00650L.TW,-0.059286866916803176,-0.060062799476349994,-0.07278983817596789,0.2707614413474562,-0.048444811024386386,48.007246376811594,48.33333333333333,48.14279914146531,46.61016949152542,42.44897959183673,15,248.54252793497238
2886.TW,0.038237587227415756,0.040587518591648844,0.22000056011709318,0.09519124260944428,0.037934760063482155,47.14932126696832,47.24113475177305,47.42752695934942,47.89915966386555,47.5609756097561,0,237.27811825171244
2892.TW,0.03227721420420026,0.03356043475876531,0.15364441690781613,0.0916640851281694,0.02675346367057696,46.9683257918552,47.26950354609929,47.14868308322706,50.42016806722689,47.96747967479675,0,239.77416016320518
00893.TW,0.0738569623327124,0.07594949635482001,0.23481141239661676,0.2559911429960366,0.10367238247869896,50.39893617021277,50.681341719077565,50.25767556613955,55.08474576271186,51.02040816326531,15,272.44310738140706
00706L.TW,-0.09141015029979749,-0.10285620201813588,-0.010133677562839722,-0.1496277121170691,-0.149306426919038,41.1231884057971,40.6241134751773,40.9816811784041,33.05084745762712,35.10204081632653,0,190.88187133333216
2880.TW,0.03554059472954394,0.036631445112279885,0.20024934998433586,0.21991081821510747,0.08845747899249125,45.88235294117647,45.744680851063826,46.13758483250278,52.10084033613446,47.96747967479675,0,237.8329386356743
00830.TW,0.11429095324558808,0.11849755616799446,-0.13887298523432795,0.297103414031133,0.16911756047964346,52.53623188405797,52.43971631205673,52.35037503765707,55.932203389830505,54.285714285714285,15,282.54424090931656
00900.TW,0.01879304664468254,0.01617063415549517,-0.1673196488953956,0.15623696629664288,0.08438915087134435,49.44356120826709,49.25373134328358,49.82331411839084,50.847457627118644,52.6530612244898,0,252.02112552154995
0050.TW,0.06744388481556898,0.06699900172502504,0.1341123586975488,0.3338317054573274,0.1577087489005675,51.449275362318836,51.48226950354609,51.1979190114997,56.779661016949156,54.69387755102041,15,280.6030024453342
5880.TW,0.03876731933389635,0.04054273136785457,0.060438849304967755,0.04499165975831802,-0.0061038542804855885,47.601809954751126,47.687943262411345,47.69104276726739,41.17647058823529,41.86991869918699,15,241.02718527185215
00673R.TW,-0.0030089375762623635,-0.01719893255681728,-0.12821196544824284,-0.12692172463097828,-0.07641194181249329,45.380434782608695,45.11347517730496,45.35340462933801,44.06779661016949,42.44897959183673,15,237.36409079125787
00715L.TW,0.10334532357388068,0.14226037544429643,0.16260676041209945,0.23623839876376818,0.15105689749514234,50.0,50.5177304964539,50.19887040493019,52.54237288135594,53.06122448979592,15,271.32019827253595
00633L.TW,-0.0021933540292388013,-0.0024219087277585895,0.1453816628735989,0.2696573713107976,-0.0013560518586876152,47.82608695652174,48.09219858156028,48.13004095830612,50.0,44.48979591836735,15,253.5381224147555
2812.TW,0.06647457452422705,0.06868707880835732,0.256521831659796,0.18407414070760103,0.10848313278429644,42.262443438914026,42.51063829787234,42.52332987168215,47.05882352941176,43.90243902439025,15,233.25767416227052
00885.TW,-0.019900302377039127,-0.011511501744510043,-0.09306910218745412,0.008504623217895132,-0.021154477924349446,46.65012406947891,46.85185185185185,45.705128380963686,44.91525423728814,47.3469387755102,0,231.4692973150928
00895.TW,0.10822241892070462,0.11122858809359912,0.1927318764308123,0.33535773868978563,0.16325083671001406,52.77008310249307,52.77777777777778,53.01171898891422,60.16949152542372,54.285714285714285,15,288.0147856803231
00662.TW,0.09240396442142562,0.10305689936798104,0.0009332729569090269,0.17586496090419299,0.11937795382349255,53.2608695652174,53.46099290780141,52.98117615024331,60.16949152542372,55.10204081632652,15,289.97457096501233
00646.TW,0.06536010317535902,0.07064180581964473,0.13272617668410694,0.17349649953313023,0.1100682332928783,54.07608695652174,54.26241134751773,53.77376394590262,60.16949152542372,55.91836734693878,15,293.2001211223046
00903.TW,0.017167405186171714,0.01901129915072037,0.18459954461608197,0.18798602945127135,0.06671865460044608,49.00990099009901,48.679487179487175,48.774896817875735,55.932203389830505,50.61224489795918,0,253.00873327525161
00683L.TW,0.020743786114897855,0.0341773217568489,-0.08168096172520466,0.028706478264952782,0.051385806933431984,48.188405797101446,48.546099290780134,48.17791750298267,47.45762711864407,50.204081632653065,15,257.5741313421614
00642U.TW,0.03370149798684668,0.056538025499274815,0.13013136037664014,0.13503347482026373,0.08032633437897838,49.45652173913043,49.77304964539007,49.64848565152044,52.54237288135594,53.06122448979592,0,254.48165440719276
00770.TW,0.07091067877068571,0.08924920805580397,-0.02273372493196651,0.2232823222769441,0.12327849315473248,54.257246376811594,54.4468085106383,54.092036001677585,58.47457627118644,57.14285714285714,15,293.413524303171
00762.TW,0.09667262519910684,0.11396148207413453,0.015270848759419873,0.1936829464175561,0.14072254821715532,52.53623188405797,52.702127659574465,52.471940656169544,55.08474576271186,54.285714285714285,15,282.08076024822816
0051.TW,0.08513313778149371,0.08338375401055152,-0.002444147900651253,0.1434362753379786,0.06794039575191463,56.70289855072463,56.47517730496454,56.96273005456917,57.6271186440678,54.285714285714285,15,297.05363884004043
00851.TW,0.08771721198781815,0.0994219953562221,0.10361219352210378,0.19329579724209223,0.13862671843986807,54.528985507246375,54.687943262411345,54.526437302939705,59.32203389830508,57.14285714285714,15,295.20825711375966
006203.TW,0.06953660187360532,0.06936663611973332,0.23172224580764517,0.3168082284781475,0.13911294151205703,52.17391304347826,52.42553191489362,52.10052049922826,63.02521008403361,56.09756097560976,0,275.8227365172435
00660.TW,0.0345771915624549,0.031957703206440036,0.036854658034139426,0.09081277207606299,0.04557675243206392,51.358695652173914,51.46099290780141,51.67344173887327,54.621848739495796,48.3739837398374,0,257.48896277818176
