ticker,daily_return,weekly_return,one_month_return,six_months_return,one_year_return,prev_1d_change,prev_3d_change,prev_5d_change,daily_win_rate,weekly_win_rate,monthly_win_rate,six_months_win_rate,one_year_win_rate,additional_win_rate,total_win_rate
2330.TW,0.1186920638854717,0.1276444583407753,0.631473707293933,0.5154571171662555,0.2502929355453092,1.4423076923076872,-2.314814814814814,1.4423076923076872,48.63883847549909,48.687943262411345,48.441614814331075,57.98319327731093,52.244897959183675,65,320.9964877887361
2317.TW,0.09235558926210578,0.08229312977091396,0.3757051589093003,0.6707599463457224,0.29235252820065377,-1.61662817551963,-5.543237250554323,-5.543237250554323,44.1016333938294,44.00709219858156,44.16104112184582,52.10084033613446,45.30612244897959,15,244.67672949937082
2382.TW,0.17155945964489888,0.15975765870441563,0.5163806304822827,0.3388751826818148,0.25345158719406746,-0.1547987616099089,-3.007518796992481,-4.01785714285714,50.27223230490018,50.241134751773046,50.044273502453365,51.26050420168067,51.02040816326531,15,267.8385529240726
2303.TW,0.13352569455308352,0.12387569729694667,-0.25207493152542104,0.04881391122049619,0.0500544165869769,-0.7490665064589064,-3.107862411752005,-4.159130684976842,48.185117967332125,47.829787234042556,48.049877575716124,47.05882352941176,46.53061224489796,15,252.65421855140053
1216.TW,0.018241910203486665,0.016379859949547045,0.17968947145481814,0.1428822530616361,0.05329022103854215,-1.8497092186371078,-0.701752601311223,0.23613292189246238,48.275862068965516,47.716312056737586,48.41340937086113,48.739495798319325,49.795918367346935,0,242.9409976622305
3711.TW,0.09405853496117034,0.08883485069152483,0.3956315087701823,0.3265085412973533,0.20075317705556717,-0.278551532033422,-7.493540051679581,-0.5555555555555536,47.73139745916515,47.63120567375886,47.6462328011784,52.10084033613446,49.38775510204081,15,259.4974313722777
1303.TW,-0.024240633494285645,-0.027580759470469358,-0.15566401573769126,-0.209586850964966,-0.14481385586353143,-1.5105739717028555,0.4106791782468644,0.8247454141833144,46.27949183303085,46.205673758865245,46.290870400404295,36.97478991596639,37.55102040816327,0,213.30184631643004
2002.TW,0.010617932536493619,0.009781748011791963,-0.026522311179282883,-0.0882121843954919,-0.0901119965695247,-1.2820480425263736,0.21692471177519046,-0.43103611284992516,44.01088929219601,43.90070921985815,44.11841445495798,37.81512605042017,38.775510204081634,0,208.62064922151393
1301.TW,-0.04034474992543523,-0.034260902514553854,-0.28466030424043404,-0.22616720521096062,-0.15050711587370544,-0.1745174091667634,0.3508785314727314,0.3508785314727314,44.46460980036298,44.30496453900709,44.50895134552546,36.134453781512605,37.95918367346939,0,207.37216313987753
3231.TW,0.1539607449843687,0.1547132138885546,0.22535510455832897,0.1509166191205593,-0.04170467967948372,6.572769953051649,5.092592592592582,4.608294930875578,50.27223230490018,50.48226950354609,50.31259812982545,46.21848739495798,46.93877551020408,0,244.22436284343377
3045.TW,-0.0057185687195196264,-0.009530086670416354,-0.24138939812737545,0.026072377756186975,0.030127014873021017,0.0,0.0,0.0,41.560798548094375,41.11347517730496,41.628897171157845,43.69747899159664,47.3469387755102,0,215.34758866366403
2542.TW,0.06435438920336566,0.0815569270005874,1.0399953430877735,0.41607512174053646,0.21597577402158222,5.228759351384293,7.333335876464853,17.948724039622,48.275862068965516,48.87234042553192,48.9257825404254,53.78151260504202,46.93877551020408,75,321.7942731501689
2449.TW,0.13457435646176338,0.12481559684306501,1.4051280469846434,0.46925809291433734,0.35288014684874836,0.3891050583657574,-1.526717557251911,-1.9011406844106515,49.9092558983666,49.61702127659574,49.7361880238078,48.739495798319325,48.97959183673469,50,296.98155283382414
5388.TW,0.05919973397631001,0.05195114223319508,0.3095376732735386,-0.049087153739047214,0.029841315758943367,2.136752136752129,1.7021276595744705,1.7021276595744705,48.366606170598914,48.84397163120567,48.53425824479069,45.378151260504204,46.12244897959184,15,252.24543628669133
2376.TW,0.20601035919316826,0.22764063235350376,-0.17512042760058757,0.16263716632856412,0.06036502004874031,0.16556291390728006,-3.66242038216561,-3.9682539682539653,49.9092558983666,50.36879432624113,49.779218032708656,46.21848739495798,44.08163265306123,15,255.3573883053356
2603.TW,0.2280344066431886,0.2305412186483896,-0.6638954309758985,0.10686413230711614,0.2677932158440596,-1.1527377521613813,-2.5568181818181768,-3.6516853932584303,49.81851179673321,49.4468085106383,49.53239535298787,46.21848739495798,48.57142857142857,15,258.5876316267459
3035.TW,0.22850143239949977,0.2293626315417987,0.5997554437770356,-0.07978280610834566,0.13619688720142384,5.752212389380529,4.671532846715332,1.7021276595744705,49.18330308529946,49.09219858156028,49.234730053058705,45.378151260504204,48.97959183673469,65,306.86797481715735
2356.TW,0.10141338947562548,0.09051074865986394,0.06803072462373953,0.11381608779052088,0.04405026563553947,-0.883392249963777,-3.442340882144501,0.17856870378767375,48.82032667876588,48.787234042553195,48.80149498713113,49.57983193277311,47.3469387755102,0,243.33582641673354
2357.TW,0.087893400051768,0.07962988321840232,0.08755865278934602,0.11819176752251882,0.24071386421476415,0.7021063189568633,-2.1442495126705707,3.1860226104830414,48.185117967332125,48.304964539007095,48.32458559305437,42.857142857142854,46.12244897959184,30,263.7942599361283
2383.TW,0.15166818336114402,0.1386687909213633,0.1470570385992192,0.23481313575720303,0.2301448116651528,0.9574468085106425,-5.100000000000005,-6.225296442687744,48.548094373865695,48.6241134751773,48.76765749047595,48.739495798319325,48.97959183673469,15,258.65895297457297
2360.TW,0.11052384046558006,0.10487763329499186,0.9609939647912075,0.4304540950223457,0.11473306271907512,2.9850746268656803,2.071005917159763,5.990783410138256,46.27949183303085,46.226950354609926,46.381978605292645,50.42016806722689,47.755102040816325,60,297.0636909009766
2454.TW,0.1329700951831496,0.12439818413417927,-0.13428368374104985,0.3511852697518802,0.2949050919857077,-0.7380073800738018,-5.2816901408450745,-7.8767123287671215,48.185117967332125,47.95744680851064,48.086709153633606,48.739495798319325,48.57142857142857,0,241.5401982992243
6505.TW,-0.027837829567256382,-0.019297248739731883,-0.12703858495109363,-0.16010036587877108,-0.09235675127223347,0.0,0.47095641046692727,0.31348082340301175,45.5535390199637,45.87943262411347,45.78943274189179,34.45378151260504,42.04081632653061,0,213.7170022251046
2412.TW,0.010696311743475134,0.018438776199365417,-0.303308925959275,-0.0035914409232062437,0.012713526611800722,0.0,0.8438818565400741,0.42016806722688926,38.74773139745917,38.99290780141843,38.77358086954387,39.49579831932773,39.59183673469388,0,195.60185512244308
2308.TW,0.10918211425460836,0.10492185247071824,0.7261742358913167,0.3043525264070022,0.06336836451458534,-0.6024096385542133,-4.953917050691247,0.6097560975609762,49.09255898366606,49.17730496453901,49.27824336116166,51.26050420168067,47.3469387755102,0,246.15555028655763
2881.TW,0.09011885049006844,0.08676620691267746,0.8114490395360602,0.3078327765859449,0.1822307442878674,0.8800829581235403,-0.7575806992174638,6.627903428188597,48.366606170598914,48.42553191489362,49.01190012224166,57.98319327731093,51.83673469387755,65,320.6239661789227
